,Current_group_location,analizo_cbo_quantile_upper,analizo_accm_skewness,analizo_lcom4_quantile_upper,analizo_npm_mode,analizo_acc_quantile_upper,analizo_sc_quantile_median,analizo_cbo_variance,analizo_sc_variance,analizo_npm_kurtosis,analizo_accm_standard_deviation,analizo_mmloc_sum,analizo_rfc_quantile_ninety_five,IF4_per_module,analizo_npm_quantile_lower,analizo_rfc_mode,analizo_mmloc_variance,analizo_amloc_kurtosis,analizo_rfc_kurtosis,analizo_noc_quantile_median,analizo_acc_quantile_min,new_dir_name,analizo_lcom4_quantile_min,analizo_npa_kurtosis,analizo_loc_kurtosis,analizo_npa_variance,analizo__module,analizo_acc_standard_deviation,analizo_anpm_sum,analizo_lcom4_quantile_max,analizo_npm_quantile_min,analizo_noa_skewness,lines_of_comment_per_module,analizo_cbo_mode,analizo_acc_skewness,analizo_loc_mode,analizo_noc_kurtosis,analizo_anpm_quantile_ninety_five,analizo_noa_standard_deviation,analizo_acc_variance,analizo_accm_quantile_lower,analizo_accm_quantile_median,analizo_amloc_quantile_lower,analizo_mmloc_quantile_upper,analizo_accm_mode,analizo_npm_variance,analizo_dit_quantile_median,analizo_sc_skewness,analizo_rfc_sum,analizo_lcom4_quantile_median,analizo_sc_quantile_ninety_five,analizo_nom_mode,analizo_dit_standard_deviation,analizo_lcom4_kurtosis,analizo_acc_kurtosis,analizo_noa_quantile_ninety_five,analizo_anpm_quantile_min,analizo_noa_quantile_upper,analizo_nom_quantile_lower,lines_of_code_per_module,analizo_noc_quantile_upper,analizo_dit_mean,analizo_mmloc_kurtosis,analizo_nom_sum,analizo_noc_mean,analizo_cbo_mean,rejected_lines_of_code,analizo_accm_quantile_max,analizo_noc_quantile_max,analizo_npa_sum,analizo_loc_quantile_max,analizo_mmloc_mode,analizo_noa_quantile_min,analizo_lcom4,analizo_noa_quantile_lower,analizo_noa_mode,analizo_npm,analizo_loc_quantile_min,analizo_noa_quantile_median,is_source,analizo_acc_quantile_median,analizo_accm_kurtosis,analizo_sc_sum,McCabes_cyclomatic_complexity_per_line_of_comment,analizo_dit,analizo_npa_mean,analizo_acc_mode,analizo_anpm_mode,analizo_noa_variance,analizo_acc_sum,analizo_noc_skewness,analizo_noa_mean,analizo_cbo_sum,analizo_lcom4_quantile_lower,analizo_npa_standard_deviation,analizo_noa_quantile_max,analizo_anpm_mean,analizo_rfc_quantile_lower,analizo_sc_quantile_lower,analizo_dit_quantile_max,analizo_sc_mean,analizo_mmloc_mean,analizo_npm_mean,analizo_lcom4_mean,analizo_amloc_skewness,analizo_dit_quantile_min,analizo_sc_kurtosis,analizo_mmloc_quantile_lower,analizo_total_cof,analizo_noa_kurtosis,analizo_change_cost,analizo_dit_variance,analizo_npm_sum,analizo_npa_mode,analizo_sc_quantile_min,analizo_anpm_standard_deviation,analizo_npm_quantile_max,analizo_total_modules_with_defined_methods,IF4_visible,lines_of_comment,analizo_nom_kurtosis,analizo_amloc_quantile_ninety_five,analizo_cbo_skewness,analizo_loc_skewness,analizo_sc_quantile_upper,analizo_total_methods_per_abstract_class,analizo_noc_variance,analizo_anpm_quantile_lower,analizo_acc,analizo_sc_standard_deviation,analizo_npa_quantile_ninety_five,analizo_rfc_variance,analizo_rfc_quantile_max,analizo_anpm_variance,analizo_accm_sum,analizo_loc_quantile_ninety_five,analizo_nom_standard_deviation,analizo_dit_kurtosis,analizo_cbo_quantile_ninety_five,analizo_npm_skewness,analizo_loc_quantile_lower,analizo_total_abstract_classes,analizo_nom_quantile_min,analizo_lcom4_sum,analizo_nom_quantile_max,analizo_total_modules_with_defined_attributes,analizo_noc_standard_deviation,IF4,analizo_loc_quantile_median,analizo_loc_quantile_upper,analizo_rfc_quantile_min,analizo_mmloc_quantile_max,analizo_accm_quantile_upper,analizo_cbo,analizo_dit_quantile_upper,analizo_accm,lines_of_code,analizo_cbo_standard_deviation,analizo_npm_quantile_upper,analizo_noc_quantile_ninety_five,analizo_npa_quantile_upper,analizo_nom_quantile_upper,lines_of_code_per_line_of_comment,analizo_amloc,analizo_amloc_quantile_median,analizo_noc_quantile_min,analizo_accm_quantile_min,analizo_npa_skewness,analizo_mmloc_quantile_min,McCabes_cyclomatic_complexity_per_module,analizo_anpm_quantile_max,analizo_anpm_quantile_median,analizo_anpm_kurtosis,analizo_npa_quantile_lower,analizo_dit_mode,analizo_rfc_quantile_upper,analizo_sc,analizo_noc,analizo_mmloc_quantile_ninety_five,analizo_noc_mode,analizo_dit_quantile_lower,analizo_amloc_quantile_min,analizo_noa_sum,analizo_mmloc_skewness,analizo_noc_quantile_lower,analizo_rfc,analizo_nom_variance,analizo_npa_quantile_max,analizo_accm_variance,analizo_total_modules,analizo_nom_mean,analizo_accm_mean,analizo_loc_sum,analizo_amloc_mode,analizo_noa,analizo_loc_standard_deviation,analizo_nom,analizo_noc_sum,analizo_mmloc_standard_deviation,analizo_anpm_skewness,number_of_modules,analizo_sc_quantile_max,analizo_rfc_standard_deviation,analizo_nom_quantile_ninety_five,analizo_accm_quantile_ninety_five,analizo_acc_quantile_lower,analizo_anpm_quantile_upper,analizo_dit_skewness,IF4_visible_per_module,analizo_acc_quantile_ninety_five,analizo_amloc_mean,analizo_acc_mean,analizo_npa_quantile_min,analizo_amloc_sum,analizo_nom_quantile_median,analizo_amloc_quantile_upper,source_lang,analizo_acc_quantile_max,analizo_cbo_quantile_lower,analizo_sc_mode,analizo_lcom4_mode,analizo_total_loc,analizo_npm_quantile_median,analizo_npa,analizo_rfc_skewness,analizo_npa_quantile_median,analizo_cbo_kurtosis,analizo_nom_skewness,analizo_cbo_quantile_max,analizo_lcom4_standard_deviation,analizo_loc_mean,analizo_amloc_standard_deviation,analizo_rfc_quantile_median,analizo_lcom4_quantile_ninety_five,analizo_mmloc,analizo_dit_quantile_ninety_five,analizo_loc,analizo_total_nom,analizo_amloc_quantile_max,analizo_npm_standard_deviation,analizo_cbo_quantile_median,analizo_lcom4_skewness,analizo_loc_variance,analizo_cbo_quantile_min,McCabes_cyclomatic_complexity,analizo_rfc_mean,analizo_lcom4_variance,analizo_mmloc_quantile_median,analizo_dit_sum,analizo_anpm,analizo_total_eloc,analizo_npm_quantile_ninety_five,analizo_amloc_variance
/home/se-metrics/root/github-analysis-categories/processed//education/Anki-Android-master,,3,1.66788585157,4,1,2,2,11.4060730208,1360.85136094,30.8645055809,1.4103883592,12929,147,,2,1,1694.63081228,21.7780959023,37.8792829083,0,0,/home/se-metrics/root/github-analysis-categories/processed//education/Anki-Android-master,1,62.6593053199,21.7033473627,9.19529796093,,5.44687131947,429.853941393,41,0,7.95471140777,,0,5.90824887541,1,90.1530412855,2.32258064516,10.3856924312,29.6684071709,1,1.66666666667,4.40625,44,1,96.5244005302,1,9.22366693765,14079,2,42,1,0.833447797095,26.4864299147,50.877989287,19,0,6,2,,0,0.762273901809,6.57235322191,3524,0.366925064599,2.17054263566,,8.41935483871,21,362,1949,1,0,,0,0,,1,2,True,1,3.15305961664,4175,,,0.935400516796,0,1,107.862607275,887,8.34617278892,5.27390180879,840,1,3.03237497037,150,1.11073369869,4,0,7,10.7881136951,33.4082687339,6.37209302326,3.35917312661,3.28351732647,0,104.95400305,7,0.00593779705721,99.2963344087,0.06,0.694635230483,2466,0,0,0.704804961952,99,387,,,28.6281491624,28.25,3.28271392584,4.27005075508,8,17.2857142857,2.45569077934,0.6,,36.8897189057,5,5776.89938547,758,0.496750034393,839.595381249,486,13.7087257423,10.3073010539,8,4.76446967991,15,7,1,1300,135,269,1.56706438264,,40,112.5,1,255,2.8025974026,,1,,,3.37728782026,6,2,0,10,,,9,0,1,6.72849422116,1,,4,1,1.86979561575,0,1,38,,,122,0,0,1,2041,2.34897030022,0,,187.929161479,37,1.98919532378,387,9.10594315245,2.16949710917,46103,1,,235.795992552,,142,41.1658937991,1.05379822862,,510,76.0059167793,29,5,0,1.5,2.16998081072,,11,11.4646110221,2.29198966408,0,4436.80446556,4,15.5416666667,Java,65,0,0,1,46103,4,,5.40910828037,0,16.683728284,4.52023617262,30,4.04990722577,119.129198966,10.5352990897,13,9,,2,,3524,110,9.82468322798,1,4.23946358125,55599.7501038,0,,36.3798449612,16.4017485373,18,295,,,19,110.99252691
/home/se-metrics/root/github-analysis-categories/processed//education/baldr-master,,1,0.670227641885,2,3,1,1,1.04588394062,102.280701754,2.76500549853,1.19444890222,2039,77,36.965,2,9,9251.78677463,4.83272704323,10.8447558413,0,0,/home/se-metrics/root/github-analysis-categories/processed//education/baldr-master,1,7.88138714132,24.5989574538,1.25641025641,,1.60506956643,45.8933464808,31,1,3.79839001238,8.035,0,2.14032036104,17,16.9871691761,4,11.3945319178,2.57624831309,1.4,2,5.63333333333,49.5,1,11.7300944669,1,5.44387407159,896,2,15,2,0.536143071122,34.07989089,4.24218750539,26,0,7.5,2,30.421,0,0.769230769231,24.6466075409,275,0.153846153846,0.820512820513,238,5,3,20,1422,1,0,,1,1,,1,2,True,0,-0.565163458312,130,0.391,,0.512820512821,0,1,129.835357625,37,4.09769999759,6.17948717949,32,1,1.12089707664,64,1.17675247387,5,0,2,3.33333333333,52.2820512821,4.17948717949,2.66666666667,1.743485167,0,31.7133647209,10.5,0.0249662618084,17.6073181373,0.09,0.287449392713,163,0,0,1.17507510434,15,39,4214,916,18.6113452086,35,1.31288545181,4.62899755778,2,26,0.344129554656,0.5,,10.1133921982,4,1105.39406208,175,1.38080150084,92.1452171327,418,10.1253946458,-0.0763665867812,3,1.67829721035,17,1,1,104,59,31,0.586625565975,4214,42,81.5,1,579,3.04545454545,,1,,3468,1.02268467311,5,2,0.5,8,3.786,,10.4,0,1,2.74345430443,1,3.140,6,1,7.34702757001,0,1,27,,,188,0,0,1,241,4.6242342333,0,,102.523616734,5,1.42670818001,39,7.05128205128,2.3626978752,4500,1,,238.654078597,,6,96.1862088588,2.53056509212,114,62,33.2474670024,26,5,0,1.17692307692,-0.172530349898,36.965,6,13.9514002725,0.948717948718,0,544.104610627,4,21,Java,6,0,0,1,4500,3,,2.91400398279,0,1.41427072025,3.94208145314,4,4.80314224634,115.384615385,11.3740837184,9,5,,2,,275,58.4,3.42492254904,1,5.68213818657,56955.7692308,0,358,22.9743589744,23.0701754386,23,30,,,14,129.369780433
/home/se-metrics/root/github-analysis-categories/processed//education/ArduinoLearningKitStarter-master,,,,,,,,,,,,,,,,,,,,,,/home/se-metrics/root/github-analysis-categories/processed//education/ArduinoLearningKitStarter-master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,None,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
/home/se-metrics/root/github-analysis-categories/processed//education/ForgeScratch-master,,1,2.14349282157,3,1,1,0,1.3130374957,83.5782593739,45.585190172,0.987767982175,4542,67,10.892,1,3,7388.08513932,146.170350542,12.6201495147,0,0,/home/se-metrics/root/github-analysis-categories/processed//education/ForgeScratch-master,1,12.3352307984,28.3698531546,9.56656346749,,1.66919313153,242.314613042,37,0,2.69336944058,9.774,0,4.19233359066,17,108.682964051,4.5,4.30923281387,2.78620571035,1,1.42857142857,5,24,1,53.5937392501,0,5.34291060384,2359,2,18,2,0.68455113112,61.2022084298,26.2118412388,9,0,6,2,34.810,0,0.581699346405,77.4569806441,893,0.196078431373,0.830065359477,1422,7,12,276,970,7,0,,1,1,,1,3,True,0,6.06058445163,472,0.306,,1.80392156863,0,1,18.5694874441,124,9.82042692154,3.75163398693,127,1,3.09298617318,27,1.5837556408,3,0,4,3.08496732026,29.6862745098,4.61437908497,2.6862745098,11.9687371357,0,33.6546688511,7,0.00533195734434,10.0680124948,0.03,0.468610251118,706,0,0,1.36032762036,71,153,2124,1906,32.8902592906,29.3333333333,1.93391692844,4.8246838925,2,8.4,1.09287925697,0.625,,9.14211460079,7,587.442294462,135,1.85049123471,267.080286932,281,8.10495098555,3.60757242232,3,5.72404740706,12,5,1,411,73,127,1.04540865549,2124,25,67,1,899,2,,1,,6788,1.14587848208,5,1,3,7,3.561,,6.66666666667,0,1,2.83152882632,1,2.995,7,1,2.50934518732,0,0,18,,,86,0,0,1,574,8.37209919686,0,,65.6902304782,22,0.975685586611,153,5.83660130719,1.7456227904,10132,3,,127.339952294,,30,85.9539710503,1.5375331636,195,74,24.2372088835,20,3.81818181818,0,2.25,1.38363033546,10.892,4,15.8314283736,0.81045751634,0,2422.20854116,3,11.2285714286,Java,14,0,0,1,10132,3,,3.43163466067,0,5.36333158474,4.88933632545,7,3.50651759366,66.2222222222,72.6793544479,7,7,,2,,893,899,7.32077449797,0,6.74412761904,16215.4634503,0,584,15.4183006536,12.2956656347,11,89,,,14,5282.28856297
/home/se-metrics/root/github-analysis-categories/processed//education/dima-2016-master,,2,3.33593249211,3,1,1,0,2.03448275862,18.89408867,23.1918290862,0.415477071825,426,33,1.038,1,1,288.150246305,12.6893087032,11.8971112465,0,0,/home/se-metrics/root/github-analysis-categories/processed//education/dima-2016-master,1,29,2.5480073342,1.24137931034,,1.48639147129,34.4281385281,12,0,2.96690937382,1.077,0,2.85958618133,6,11.695473251,2.5,2.93861667801,2.20935960591,1,1,3,19,1,35.684729064,1,2.79741581469,286,1,10,1,0.506120178878,14.4447671256,9.88612669361,7,0,2,1,14.404,0,0.551724137931,1.66771779291,110,0.0689655172414,1.03448275862,122,3,1,6,144,1,0,,0,0,,1,1,True,1,13.001068573,70,0.375,,0.206896551724,0,1,8.6354679803,27,3.59052024004,1.72413793103,30,1,1.11417202906,14,1.18717719063,2,0,1,2.41379310345,14.6896551724,3.44827586207,2.20689655172,3.20862119617,0,9.2441157413,3,0.0332512315271,10.7136875641,0.13,0.256157635468,100,0,0,0.863146043088,33,29,54,56,22.8273734063,24.4,1.28363180834,1.79504662911,3,0,0.0665024630542,1,,4.34673310314,0,191.337438424,69,0.745021091699,34.5231601732,122,5.92440057453,-2.10207100592,4,4.61008812476,6,0,1,64,33,15,0.257880714778,54,18,42,1,62,1.25,,1,,749,1.42635295724,4,1,0,4,13.375,,6,0,1,5.38516480713,1,0.404,4.66666666667,1,9.05132581038,0,1,10,,,56,0,0,1,50,1.59276828212,0,,35.0985221675,6,0.172621197212,29,3.79310344828,1.19045379907,890,1,,38.8266324726,,2,16.9749888455,2.39272448908,52,20,13.8324776676,7,1.85714285714,0,1.4,-0.219535034855,1.038,4,9.45852366025,0.931034482759,0,274.297186147,2,10,Java,7,0,0,1,890,2,,3.13347211756,0,0.832829464257,4.56438278078,5,2.19381126849,30.6896551724,12.0961397022,5,5,,1,,110,62,5.97366964805,0,3.4445500998,1507.50738916,0,21,9.86206896552,4.81280788177,8,16,,,7,146.316595696
/home/se-metrics/root/github-analysis-categories/processed//education/Genetic-Algorithm-Path-Finder-master,,3,2.40919235419,2,1,2,3.5,3.51111111111,19.6,7.22991689751,1.27117891476,694,52,0.000,1,None,13163.6,9.35777079902,0.163684108066,0,0,/home/se-metrics/root/github-analysis-categories/processed//education/Genetic-Algorithm-Path-Finder-master,1,0,5.22072520225,0,,1.71269767716,8.09166666667,4,1,2.26736657312,4.200,0,1.11466894278,41,0,3,5.23343948937,2.93333333333,1.8125,2,8.05,73,2,2.32222222222,0,1.04948281919,222,1.5,12,4,0.48304589154,0.945870535714,0.401785714286,18,0,6,3.25,36.933,0,0.3,8.21934307101,43,0,2.2,33,5.75,0,0,407,None,1,,2,2,,24,2,True,1,6.52474620085,44,0.175,,0,1,0,27.3888888889,16,0,4.5,22,1,0,18,0.809166666667,11.5,1.25,1,4.4,69.4,1.9,1.8,3.02946724957,0,-0.0218658892128,18.5,0.177777777778,5.48150843187,0.38,0.233333333333,19,0,0,0.943450866255,6,10,0,63,0.638308943295,203.5,0.780247896213,2.21392652748,5.5,0,0,0.15625,,4.42718872424,0,219.511111111,52,0.890099537037,23.8916666667,407,1.82878222991,-1.22448979592,6,2.56207585863,40,0,2,18,8,10,0,0,41,129.75,4,385,2.5,,0.75,,554,1.87379590967,2,0,0,5,8.794,,13.9166666667,0,1.25,0,10,0.733,3,0.5,2.49490225471,0,0,30.5,,,385,0,0,6,45,2.80535170126,0,,3.34444444444,0,1.61589583333,10,4.3,2.38916666667,1026,None,,118.87360234,,0,114.732732906,1.59069910048,15,12,14.8159073671,8,5.75,0.25,1.1375,1.03509833901,0.000,5,33.8658333333,1.6,0,338.658333333,4,21.53125,Java,5,1,0,1,1026,1.5,,0.748649486443,0,0.455541694326,0.673069209572,6,1.03279555899,102.6,60.3129792823,20,4,,1,,43,203.5,1.52388392675,2,1.24056497808,14130.9333333,0,11,22.2,1.06666666667,22.5,3,,,6,3637.65546991
/home/se-metrics/root/github-analysis-categories/processed//education/addressbook-level2-master,,4,1.92543537306,2,1,4,2,11.0798097252,58,7.68071873248,0.492640394356,532,49,51.448,1,1,74.9217758985,-0.452502050563,4.89360746504,0,0,/home/se-metrics/root/github-analysis-categories/processed//education/addressbook-level2-master,1,-1.11113432974,5.86499302532,2.31501057082,,3.37789105679,31.3185545936,9,0,1.08730955402,5.879,0,2.46579224889,3,38.9526737157,1.45454545455,2.4312969942,11.4101479915,1,1.16666666667,3.71212121212,17,1,17.8874207188,0,4.04834174015,811,1,15,1,0.698836241922,17.4571393098,7.33355534332,6,0,4,2,18.034,0,0.5,1.46502060079,243,0.318181818182,2.38636363636,93,3,10,58,200,3,0,,0,0,,3,2.5,True,2,4.07636479652,176,0.126,,1.31818181818,0,1,5.911205074,106,6.12035194022,2.63636363636,105,1,1.52151587925,11,0.711785331672,4.75,0,3,4,12.0909090909,4.29545454545,1.75,0.704498881747,0,19.9303763612,4,0.0560253699789,1.89876148703,0.16,0.488372093023,189,0,0,0.48042240319,23,44,2984,341,7.39133004815,11.5,1.88417703624,2.10001487849,5,1,2.36152219873,0.5,,7.61577310586,4,393.553382664,96,0.230805685487,59.133020683,96,4.89179967056,2.58067268719,9,2.22084148717,12.5,1,1,77,27,32,1.5367245032,2984,25,54,1,40,1.51136363636,,1,,1046,3.32863481403,6,1,3,8,3.067,,5.71428571429,0,1,0.674817107434,3,0.741,2.25,0.666666666667,2.55775668625,0,0,25.25,,,27,0,0,3,116,1.16023799195,0,,23.9297040169,4,0.242694558151,44,5.52272727273,1.34393228825,1652,3,,39.3815294596,,14,8.65573658902,1.07344523828,58,45,19.8381799232,11,2,0,1,1.49909089537,51.448,6,6.37815027985,2.40909090909,0,280.638612314,4,8.16193181818,Java,15,0,0,1,1652,3,,2.01146982387,1,3.96754464028,2.12395769369,15,1.38303676657,37.5454545455,3.16123419929,12,4,,2,,243,14.4444444444,4.22935228124,1,3.67802459841,1550.90486258,0,43,18.4318181818,1.91279069767,10.5,22,,,11,9.99340166278
/home/se-metrics/root/github-analysis-categories/processed//education/edx-app-android-master,,2,6.1892090444,4,1,2,0,9.52041641642,4721.31291291,17.0304328134,1.04962180848,16397,80,,2,1,490.095486486,21.8023614307,44.8780314688,0,0,/home/se-metrics/root/github-analysis-categories/processed//education/edx-app-android-master,1,898.97851361,70.9264882792,506.514345345,,6.08375279314,1068.94575645,103,0,26.7288076063,,0,6.73250564221,3,144.493297955,3,23.2102593725,37.012048048,1,1,3,21,1,67.041005005,1,18.1981532223,20765,2,33,1,1.16869022279,52.8258115434,61.044234524,16,0,4,2,,0,0.977,16.0051594485,6720,0.4,1.652,,18,27,1737,1560,1,0,,0,0,,1,1,True,0,73.1341552739,10580,,,1.737,0,0,538.71614014,2158,10.4357157075,4.476,1652,1,22.5058735744,696,1.06894575645,3,0,6,10.58,16.397,5.506,4.059,3.12175492319,0,401.978145104,3,0.00216016016016,791.12168581,0.01,1.36583683684,5506,0,0,0.992489426689,58,1000,,,21.3931144145,21,3.01971828411,7.08118973796,4,7.4358974359,2.43043043043,0.406818181818,,68.711810578,5,1800.75853353,483,0.985035262089,1535.39838977,186,9.76447361331,3.03200035542,8,3.83482928715,7,78,1,4059,104,673,1.55898378132,,19.5,54,1,239,1.83333333333,,1,,,3.08551720404,6,2,0,7,,,5,0,1,29.3318147515,1,,8,1,8.45374503038,0,0,20,,,61,0,0,1,4476,3.12447188726,0,,95.3449449449,694,1.10170594084,1000,6.72,1.53539838977,53607,1,,116.719149718,,400,22.138100336,2.06224107644,,1700,42.435345333,23,3.26666666667,0,1.5,1.65456219598,,8,7.43280400226,2.158,0,7432.80400226,4,10.2708333333,Java,88,0,0,1,53607,3,,5.82045680177,0,10.7973977469,3.95059189073,21,7.69328965435,53.607,7.17083296683,8,13,,3,,6720,91,8.18785716809,0,6.22893987919,13623.3599109,0,,20.765,59.1867057057,8,977,,,20,51.4208454382
/home/se-metrics/root/github-analysis-categories/processed//education/exam-master,,5,2.30756627242,5,1,2,2,21.5927144536,2972.44653349,35.0574579415,1.05566777714,3749,132,129.510,1,1,401.000117509,1.0635085578,9.89868221146,0,0,/home/se-metrics/root/github-analysis-categories/processed//education/exam-master,1,83.6426327533,5.75712043884,0.126204465335,,9.20432318084,196.82586965,39,0,4.59274225658,1.897,0,4.79213934139,12,62.389859309,3,5.41138417883,84.7195652174,1,1.18867924528,3.10256410256,32,1,135.273619271,1,5.38153910448,6169,2,88,2,1.1376476028,17.979839644,28.7363190683,12,0,4,2,18.216,0,1.52432432432,0.748958691013,1657,0.6,3.14594594595,252,8,32,12,700,3,0,,0,0,,1,1,True,0,7.78215657965,3580,0.649,,0.0648648648649,0,0.5,29.2830787309,629,7.72968560505,2.92972972973,582,1,0.355252678153,49,1.06392361973,4,0,4,19.3513513514,20.2648648649,7.14054054054,4.07027027027,1.10404451903,0,33.147187168,4,0.0184782608696,30.6149884758,0.08,1.29424206816,1321,0,0,0.917626681747,110,185,25125,368,30.1587351578,25.8181818182,1.84821567309,2.30330260396,15,2,12.4260869565,0.5,,54.5201479592,0,2579.06445358,319,0.842038727054,316.207204899,352,12.5939197834,-0.643744928163,13,4.9268633008,12,2,1,753,117,109,3.52506552514,25125,34,109,1,89,2.16666666667,,2,,3534,4.64679614935,9,1,0,12,9.603,,7.25,0,1,8.26320366256,1,1.232,5,0.8,2.98571798987,0,1,40,,,60,0,1,1,542,1.2098731701,0,,158.606815511,4,1.11443445569,185,8.95675675676,1.70922813459,16223,3,,125.704610571,,111,20.0249873286,1.51137906365,194,418,50.7844902858,28,3.5,0,1.5,0.49906317511,129.510,21,10.2782976091,3.4,0,1901.48505767,4,16.75,Java,78,0,0,1,16223,3,,2.82116565674,0,3.24580517121,4.39377217724,24,5.39226826037,87.6918918919,8.63218761484,12,14,,4,,1657,46,11.6307187771,1,3.65126953602,15801.6491187,0,239,33.3459459459,29.0765569918,12,282,,,23,74.5146630179
/home/se-metrics/root/github-analysis-categories/processed//education/vert.x-beers-master,,1,2.2360679775,4,1,1,1,0.3,1.7,2.66236879962,0.4472135955,43,20,0.000,1,None,27.3,-0.497709287797,1.12851548594,0,0,/home/se-metrics/root/github-analysis-categories/processed//education/vert.x-beers-master,1,5.0,-2.79267206748,0.2,,1.30384048104,4.5,5,1,1.51747368785,23.667,1,1.71439232801,None,5.0,1.25,1.92353840617,1.7,1,1,3,12,1,13.7,0,0.541387050951,46,3,3,4,0.547722557505,-1.2,2.66435986159,5,0.5,2,3,28.889,0,0.4,-2.99520991829,22,0.2,0.6,31,2,1,1,30,3,0,,1,1,,8,1,True,0,5.0,6,------,,0.2,0,1,3.7,4,2.2360679775,1.8,3,2,0.4472135955,5,0.9,5,0,1,1.2,8.6,3.8,3,0.534015012846,0,-1.48788927336,3,0.2,2.60774287801,0.36,0.3,19,0,0,0.285043856275,10,5,0,213,2.97360795677,11,-0.60858061945,0.0986731705533,2,0,0.2,0.75,,1.30384048104,1,47.7,20,0.08125,6,30,3.36154726279,-3.33333333333,1,1.59342090286,11,0,1,15,10,4,0.4472135955,0,18,29,2,14,1,,1,,260,0.547722557505,4,1,0,4,1.221,,6,0,1,2.2360679775,3,0.444,1.25,1,-0.177514792899,0,0,11,,,14,0,0,2,9,-0.410821955474,0,,11.3,1,0.2,5,4.4,1.2,96,None,,10.0846417884,,1,5.22494019105,-0.404796008911,9,3,6.90651865993,10,2,0,1,0.60858061945,0.000,3,5.85,0.8,0,29.25,4,7.25,Java,3,0,0,None,96,3,,1.0326585394,0,-3.33333333333,1.46371703196,1,1.58113883008,19.2,3.58643276809,8,5,,1,,22,11,3.70135110466,1,0,101.7,0,4,9.2,2.5,11,2,,,10,12.8625
/home/se-metrics/root/github-analysis-categories/processed//education/vhdllab-master,,2,4.44616148366,3,1,2,1,10.0420685161,184.669444703,5.73519383502,1.33063931225,12788,79,,1,4,998.232023832,27.173812517,14.5598862001,0,0,/home/se-metrics/root/github-analysis-categories/processed//education/vhdllab-master,1,22.1699954283,16.460020331,1.68518897784,,5.46246288269,547.29702056,30,0,7.75964095354,,0,4.1799594952,3,55.5187632283,2.5,5.77232658776,29.8385007447,1,1,3,19,1,31.0804598771,1,5.90353531841,13558,2,30,2,1.05044962933,21.458565843,21.3850136844,12,0,4,2,,0,1.15243902439,17.8942046705,4091,0.493902439024,1.91768292683,,16,20,290,675,3,0,,0,0,,1,1,True,0,30.0136038625,3687,,,0.442073170732,0,0,33.3197542357,1505,6.45859504603,3.0487804878,1258,1,1.29814828808,93,0.834294238659,4,0,5,5.62042682927,19.493902439,4.97865853659,2.81859756098,4.2100902713,0,50.2498140796,3,0.00350260659095,98.5717360247,0.01,1.10344442376,3266,0,0,0.778170776091,35,656,,,7.07964302303,24.5,2.98893487455,3.52243192304,5,5.2,2.78469558741,0.333333333333,,13.5893136215,3,890.210007447,250,0.605549756761,1076.88004744,208,6.36430606117,2.31436068208,8,2.25156167155,9,45,1,1849,43,482,1.66874071905,,23,62,1,272,1.76519607843,,2,,,3.16892229569,6,3,0,7,,,5,0,1,4.2165466728,1,,5.25,0.666666666667,5.2402164298,0,1,24.25,,,80,0,0,1,2000,3.74051514796,0,,40.5043916403,12,1.7706009793,656,6.2362804878,1.64158543817,34975,3,,82.3709138745,,324,31.5948100775,1.76478835746,,156,29.8363873056,19,4.2,0,1,1.35703772576,,12,8.06997158886,2.29420731707,0,5293.90136229,4,9.14880952381,Java,44,0,0,1,34975,3,,3.2905200966,0,12.2128300289,2.37804429614,25,2.9368449368,53.3155487805,9.34388290464,9,9,,3,,4091,101.5,5.57498519075,1,3.80266460017,6784.96745252,0,,20.6676829268,8.62505818283,9,756,,,18,87.3081477356
