,analizo_acc_mean,analizo_accm_mean,analizo_amloc_mean,analizo_anpm_mean,analizo_cbo_mean,analizo_dit_mean,analizo_lcom4_mean,analizo_mmloc_mean,analizo_noa_mean,analizo_noc_mean,analizo_nom_mean,analizo_npa_mean,analizo_npm_mean,analizo_rfc_mean,analizo_sc_mean,folder,category,agent_type,type
53,6.13,6.92615642,44.444392909399994,2.06660660113,6.75,0.0,8.125,161.57,15.965,0.0,18.34,15.965,18.34,124.335,68.55,/home/se-metrics/root/proccesed1/1997_WorldCup_RoboCup-97-ISIS,Robocup-2D,agent,Robocup
54,2.20754716981,2.574670053,18.703394020999998,1.00097254486,2.20754716981,0.566037735849,2.7358490566,48.8490566038,8.566037735850001,0.320754716981,7.05660377358,1.4339622641499998,4.7547169811300005,31.943396226399997,5.47169811321,/home/se-metrics/root/proccesed1/1999_WorldCup_kit0726v4,Robocup-2D,agent,Robocup
55,1.24778761062,5.73129982415,30.6734635674,0.8337678079180001,1.52212389381,0.150442477876,6.46017699115,64.1769911504,2.84955752212,0.115044247788,9.76991150442,1.4955752212399998,9.30973451327,25.707964601799997,24.6460176991,/home/se-metrics/root/proccesed1/1999_WorldCup_Zeng99-source-release,Robocup-2D,agent,Robocup
56,0.7959183673469999,6.34749315311,62.368482198100004,1.06353623701,0.775510204082,0.877551020408,2.26530612245,92.0816326531,1.18367346939,0.163265306122,4.30612244898,0.387755102041,2.48979591837,8.87755102041,2.77551020408,/home/se-metrics/root/proccesed1/2009_JapanOpens_tsubamegaeshi-fcpita-all,Robocup-2D,agent,Robocup
57,4.21104536489,2.42741203463,19.377165900399998,1.1743263168200002,4.13609467456,0.769230769231,3.49309664694,53.6785009862,3.97435897436,0.510848126233,8.55424063116,1.25246548323,6.80276134122,44.1992110454,14.8619329389,/home/se-metrics/root/proccesed1/2009_JapanOpens_Fifty-Storms_RCJO09,Robocup-2D,agent,Robocup
58,3.43389830508,1.88816254279,14.5052154788,1.33107553212,4.0084745762699985,0.532203389831,3.25254237288,34.5406779661,3.30677966102,0.442372881356,7.364406779660001,1.0661016949200002,6.16101694915,35.5152542373,13.1847457627,/home/se-metrics/root/proccesed1/2008_JapanOpens_HELIOZ,Robocup-2D,agent,Robocup
59,3.96531791908,6.298680506089998,59.52122204760001,1.38815208149,3.75722543353,0.774566473988,3.69942196532,154.595375723,2.19075144509,0.21965317919100005,7.057803468210001,0.456647398844,2.9017341040499995,21.202312138699998,26.6531791908,/home/se-metrics/root/proccesed1/2012_WorldCup_WarthogRobotics,Robocup-2D,agent,Robocup
60,3.62663755459,1.93446491591,13.1400753347,1.1518784452200002,3.81222707424,0.606986899563,3.5327510917,34.799126637600004,3.79257641921,0.493449781659,8.43886462882,1.18122270742,7.054585152839999,39.672489083,13.2903930131,/home/se-metrics/root/proccesed1/2008_JapanOpens_FC-PESCA,Robocup-2D,agent,Robocup
62,4.01361867704,2.51057317261,21.925778081100002,1.21924895898,4.08754863813,0.5933852140079999,3.27237354086,54.410505836599995,3.73346303502,0.496108949416,7.93968871595,1.17315175097,6.59338521401,38.9027237354,13.2159533074,/home/se-metrics/root/proccesed1/2008_JapanOpens_puppets-JapanOpen2008,Robocup-2D,agent,Robocup
63,2.85714285714,2.92590349692,20.9080151302,1.24137105985,3.35714285714,0.404761904762,6.023809523810001,100.14285714299999,14.0238095238,0.357142857143,31.309523809499996,2.59523809524,31.0952380952,148.66666666700002,19.0952380952,/home/se-metrics/root/proccesed1/1999_WorldCup_ew99_sources,Robocup-2D,agent,Robocup
64,2.44680851064,2.46403979227,15.193010919,1.46610546103,3.3829787234,0.351063829787,4.32978723404,30.234042553200002,3.55319148936,0.191489361702,9.64893617021,3.55319148936,9.64893617021,50.7659574468,26.510638297899998,/home/se-metrics/root/proccesed1/1998_WorldCup_Kappa_v0,Robocup-2D,agent,Robocup
65,0.95,4.552071886449999,39.1949295149,1.07696817072,0.925,0.875,2.575,78.125,1.1,0.2,5.225,0.25,2.725,10.875,3.425,/home/se-metrics/root/proccesed1/2009_PRIMA_TDUThinkingAnts2009,Robocup-2D,agent,Robocup
66,2.24161073826,2.17688150191,13.8673699472,1.23084502615,1.9395973154400004,1.04026845638,2.75503355705,39.994966443,6.31208053691,0.307046979866,5.72986577181,3.20302013423,3.23154362416,27.0486577181,6.053691275169999,/home/se-metrics/root/Other_robo_proccessed/SPL_The_Awesome_Resurrection_21-01-13,Robcup-Other-Leagues,Robot,Robocup
67,3.0,2.0231880357,13.477327501,0.934538984176,2.64252336449,1.0023364486,2.79672897196,30.2897196262,5.3761682243,0.317757009346,5.98831775701,1.88551401869,4.24299065421,27.2523364486,7.4953271028,/home/se-metrics/root/Other_robo_proccessed/SPL_HULKsCodeRelease,Robcup-Other-Leagues,Robot,Robocup
68,0.482649842271,1.73084487185,6.85243282176,1.66744749626,0.611987381703,0.356466876972,2.21924290221,16.9148264984,3.02681388013,0.0552050473186,3.79810725552,0.917981072555,2.19716088328,12.9353312303,2.3738170347,/home/se-metrics/root/Other_robo_proccessed/SPL_TKark_coderelease_2017,Robcup-Other-Leagues,Robot,Robocup
69,1.35670356704,1.99032409042,12.8147317702,1.8046308145900003,1.46822468225,0.273882738827,6.14883148831,21.1549815498,1.4969249692500002,0.08528085280850001,7.155801558019999,0.6908569085690001,6.8314883148800005,13.662976629800001,11.905699057,/home/se-metrics/root/Other_robo_proccessed/SPL_MRL-SPL,Robcup-Other-Leagues,Robot,Robocup
70,3.48502994012,2.50717832587,16.5417901698,1.6004654430200005,4.89820359281,0.443113772455,5.0119760479,53.6526946108,5.75449101796,0.25748502994000005,10.808383233499999,2.81437125749,9.82634730539,54.377245509,27.994011976,/home/se-metrics/root/Other_robo_proccessed/Small-Size-League_CMDragons2002-0,Robcup-Other-Leagues,Robot,Robocup
71,1.58968058968,2.06739818677,12.458667978,1.5140314088,1.64373464373,0.371007371007,4.1941031941,26.6511056511,3.28378378378,0.202702702703,5.99385749386,1.5,5.29484029484,17.4164619165,8.76781326781,/home/se-metrics/root/Other_robo_proccessed/SPL_rUNSWift-2015-release,Robcup-Other-Leagues,Robot,Robocup
72,2.53987730061,2.19972389075,14.0689294195,1.2153978260299998,2.3726993865,0.984662576687,2.9432515337400003,40.768404908,6.24846625767,0.30981595092,5.90950920245,3.2177914110400003,3.56441717791,28.213190184000002,7.720858895710001,/home/se-metrics/root/Other_robo_proccessed/SPL_The_Charismatisch_Shirley_02-05-2013,Robcup-Other-Leagues,Robot,Robocup
73,1.58990147783,2.08284756809,12.642904959300001,1.5106784689,1.64532019704,0.375615763547,4.184729064040002,26.666256157600003,3.24630541872,0.204433497537,5.95320197044,1.46921182266,5.26231527094,17.2327586207,8.70935960591,/home/se-metrics/root/Other_robo_proccessed/SPL_rUNSWift-2014-release,Robcup-Other-Leagues,Robot,Robocup
74,1.796875,4.24842740062,27.5670836358,1.08507969733,3.15625,0.078125,3.59375,94.21875,8.453125,0.078125,10.703125,4.125,9.890625,54.1875,13.359375,/home/se-metrics/root/Other_robo_proccessed/Humanoid_HROS5-Framework,Robcup-Other-Leagues,Robot,Robocup
76,1.5528455284600002,3.26721222863,21.9759227468,1.0644311628,2.29268292683,0.13008130081299998,3.3739837398400003,67.9756097561,6.20325203252,0.113821138211,8.84552845528,3.25203252033,7.52032520325,37.9593495935,9.146341463410002,/home/se-metrics/root/Other_robo_proccessed/Humanoid_BIU,Robcup-Other-Leagues,Robot,Robocup
77,2.5130970724200004,2.1937198173700003,14.0035301133,1.2210159978,2.30508474576,0.989214175655,2.95069337442,40.7134052388,6.192604006159999,0.31124807396,5.8875192604,3.15562403698,3.53158705701,27.5916795069,7.627118644069999,/home/se-metrics/root/Other_robo_proccessed/SPL_The_BloodyHoly_Crusade_08-04-2013,Robcup-Other-Leagues,Robot,Robocup
78,0.974789915966,2.2954979065,13.7545099915,1.42817166176,1.00420168067,0.617647058824,2.64705882353,41.3172268908,5.09663865546,0.0987394957983,5.8928571428600005,1.64285714286,3.50420168067,24.2394957983,3.13235294118,/home/se-metrics/root/Other_robo_proccessed/SPL_nao_Deviles_CodeRelease2016,Robcup-Other-Leagues,Robot,Robocup
79,0.737254901961,2.50717351752,20.1693995201,1.31862343467,2.25882352941,0.188235294118,4.33333333333,47.262745098,5.94117647059,0.0470588235294,6.43921568627,5.43529411765,6.188235294119999,27.137254902,11.650980392200001,/home/se-metrics/root/Other_robo_proccessed/SPL_UPennalizers,Robcup-Other-Leagues,Robot,Robocup
80,4.25307125307,2.9277428122400004,32.7675692161,1.63648800641,5.16953316953,0.4742014742010001,3.81572481572,88.4914004914,8.9484029484,0.265356265356,8.28501228501,5.29975429975,7.2113022113,50.3144963145,25.6511056511,/home/se-metrics/root/Other_robo_proccessed/aibo_CMPack04_Release,Robcup-Other-Leagues,Robot,Robocup
81,1.82421875,2.2453427497400003,12.5929546165,1.34289004105,2.00390625,0.46875,4.42578125,33.08984375,4.81640625,0.23046875,6.1171875,1.70703125,4.73046875,19.62109375,9.4375,/home/se-metrics/root/Other_robo_proccessed/SPL_rUNSWift-2010-release,Robcup-Other-Leagues,Robot,Robocup
82,2.0820895522400003,2.5643889597,16.5427531652,1.35313978296,2.16417910448,0.313432835821,6.11940298507,43.3880597015,6.305970149249999,0.238805970149,12.5970149254,3.71641791045,11.5671641791,44.291044776099994,19.6119402985,/home/se-metrics/root/Other_robo_proccessed/3Dsim_utaustinvilla3d,Robcup-Other-Leagues,Robot,Robocup
83,0.897119341564,4.66916576626,27.019115348099998,1.45933109016,1.05761316872,0.537037037037,3.21193415638,51.158436214,4.60288065844,0.131687242798,5.51851851852,1.42592592593,3.31687242798,19.2242798354,5.11934156379,/home/se-metrics/root/Other_robo_proccessed/SPL_The_Equality_Policy_26-06-2015,Robcup-Other-Leagues,Robot,Robocup
84,2.66579360922,1.85370384915,19.381801653900002,1.37282664565,2.33499214248,0.872970141435,4.3190151912,152.543216344,3.7223677318,0.38082765846,9.01021477213,1.15662650602,7.734939759039999,27.960712414899998,11.255107386099999,/home/se-metrics/root/Other_robo_proccessed/SPL_nbites,Robcup-Other-Leagues,Robot,Robocup
85,1.56511627907,2.04755188919,12.5429442035,1.50282252685,1.67441860465,0.36976744186,4.0906976744199985,28.955813953499998,3.46511627907,0.201162790698,6.16046511628,1.57790697674,5.43488372093,19.026744186,9.28604651163,/home/se-metrics/root/Other_robo_proccessed/SPL_rUNSWift-2017-release,Robcup-Other-Leagues,Robot,Robocup
86,3.38372093023,3.28617461015,30.686941581,1.5636503925799998,5.29069767442,0.209302325581,3.45348837209,83.62015503880002,7.65891472868,0.143410852713,7.240310077519998,4.1046511627900015,6.30620155039,47.604651162799996,24.6007751938,/home/se-metrics/root/Other_robo_proccessed/aibo_CMPack03_Release,Robcup-Other-Leagues,Robot,Robocup
88,1.06436781609,2.26493819526,48.3260211022,1.36990724694,1.14942528736,0.662068965517,2.68275862069,76.3770114943,5.08735632184,0.11724137931,6.2,1.6367816091999998,3.65517241379,25.8344827586,3.70574712644,/home/se-metrics/root/Other_robo_proccessed/SPL_Nao_DEvils_CodeRelease2017,Robcup-Other-Leagues,Robot,Robocup
90,1.58227848101,2.08753067464,12.088272240899999,0.602305357266,1.6835443038,1.07594936709,3.60759493671,26.506329113899998,4.73417721519,0.341772151899,8.58227848101,0.8227848101270001,7.82278481013,24.4556962025,10.2278481013,0,Security,non-agent,git-hub
92,1.72222222222,2.21192346748,15.2532374005,1.26534324729,1.68518518519,0.148148148148,2.83333333333,27.7777777778,1.94444444444,0.111111111111,4.48148148148,0.296296296296,4.38888888889,14.222222222200001,5.907407407409999,0,Security,non-agent,git-hub
93,1.83060635226,2.32984818141,18.4296647697,1.55405830219,1.8729547642,0.515880654475,3.21077959577,31.372473532199997,1.18864292589,0.3782483156880001,4.79403272377,0.6814244465829999,4.16265640038,12.9027911453,10.3628488932,0,Security,non-agent,git-hub
94,0.785714285714,1.64985920942,7.440565150889999,0.963469684889,0.619047619048,0.446428571429,8.02380952381,13.130952380999998,3.86904761905,0.184523809524,9.92261904762,0.27380952381,9.67261904762,15.8511904762,3.8869047619,0,Security,non-agent,git-hub
95,0.7051282051279999,2.79513805283,22.3616984867,1.3864214844999998,0.730769230769,0.910256410256,1.94871794872,46.9743589744,3.94871794872,0.0,3.87179487179,0.525641025641,2.82051282051,13.346153846199998,1.3846153846200002,0,Security,non-agent,git-hub
96,1.78181818182,2.63184861442,12.801921942,1.07253662523,1.82727272727,0.590909090909,2.98181818182,29.3727272727,4.88181818182,0.327272727273,6.65454545455,2.05454545455,5.57272727273,22.963636363600006,5.67272727273,0,Security,non-agent,git-hub
97,1.71848739496,1.62737227417,7.64375341945,1.10946220142,1.51260504202,0.794117647059,4.15546218487,19.903361344500002,2.83613445378,0.28571428571400004,5.78571428571,0.6218487394960001,4.98319327731,14.0168067227,6.63025210084,0,Security,non-agent,git-hub
98,1.60909090909,1.54573673801,9.82468009263,0.798473698019,1.42727272727,0.34545454545500004,3.1909090909099995,17.0090909091,2.06363636364,0.227272727273,4.8,0.7909090909090001,4.03636363636,12.2272727273,6.70909090909,0,Security,non-agent,git-hub
99,2.01316298877,1.33022637658,7.681603420189999,0.8973029624259999,1.63530778165,0.7704219899339999,3.4982578397199995,21.0344560588,2.2284165698800003,0.3825009678670001,5.48741773132,0.547038327526,4.78242353852,15.579171506,6.4072783585,0,Security,non-agent,git-hub
100,1.62857142857,1.48276166486,6.9856499345600005,0.6194958407100001,1.5857142857100002,0.257142857143,3.2142857142900003,12.228571428599999,5.8,0.114285714286,7.785714285710001,2.95714285714,7.614285714289999,21.971428571399997,12.5714285714,0,Security,non-agent,git-hub
101,1.42335766423,1.81167279198,9.43927673187,1.02053067336,1.2773722627700002,0.802919708029,3.73722627737,27.5693430657,3.80291970803,0.182481751825,7.16788321168,0.759124087591,6.05109489051,20.116788321199998,5.38686131387,0,Security,non-agent,git-hub
102,3.0145631068000003,1.66024218465,11.0236976333,0.778990868573,2.9611650485400003,1.20388349515,2.44417475728,21.3737864078,2.62378640777,0.650485436893,5.49029126214,0.0631067961165,4.72815533981,22.4878640777,5.64077669903,0,Security,non-agent,git-hub
103,1.69387755102,1.20162150526,6.89060532764,0.823524928837,1.4693877551,0.7959183673469999,2.97959183673,16.2653061224,3.91836734694,0.551020408163,9.22448979592,0.14285714285700002,7.551020408160001,27.387755102,4.7959183673500005,0,Security,non-agent,git-hub
104,2.96551724138,2.36186119811,20.145780138800003,1.2796772309,2.9195402298900004,1.09195402299,3.49425287356,56.597701149399995,6.367816091950001,0.310344827586,6.402298850569999,1.33333333333,3.896551724140001,28.3908045977,6.6091954023,0,Security,non-agent,git-hub
105,1.5974025974,2.290610399,9.57915444635,1.25796760967,1.6519480519499998,0.363636363636,5.238961038959999,21.8662337662,2.13896103896,0.206493506494,8.97532467532,0.861038961039,8.009090909089997,23.6753246753,15.4402597403,0,Security,non-agent,git-hub
106,1.59259259259,1.66991121787,21.398171690999998,0.778012574874,2.02962962963,0.896296296296,3.68148148148,125.39259259299999,5.7037037037000005,0.288888888889,9.13333333333,1.13333333333,6.8962962963,32.4888888889,6.48148148148,0,Security,non-agent,git-hub
107,1.60207612457,1.85157014973,15.3195721124,1.23693303205,1.48442906574,0.740484429066,3.36332179931,31.1660899654,4.3321799308,0.325259515571,6.64359861592,1.26643598616,4.81660899654,22.1660899654,11.217993079600001,0,Security,non-agent,git-hub
108,1.71428571429,1.8190730011000005,9.00777115254,1.01879214496,1.66233766234,0.597402597403,3.28571428571,21.558441558400002,3.32467532468,0.28571428571400004,5.72727272727,0.805194805195,4.662337662340001,14.506493506500002,4.19480519481,0,Security,non-agent,git-hub
109,0.2,3.66415584416,22.26,0.808268398268,0.2,0.2,2.5,47.9,22.6,0.0,4.5,0.0,3.5,50.4,0.6,0,Security,non-agent,git-hub
110,2.07063711911,1.86947087242,8.57326667565,1.04211987247,1.95429362881,0.7091412742380001,3.40997229917,22.542936288099998,2.10387811634,0.289473684211,6.983379501389999,0.663434903047,5.79778393352,20.5443213296,9.41412742382,0,Security,non-agent,git-hub
111,2.51176470588,1.46080764086,8.43009232175,0.967619067208,2.02647058824,0.808823529412,2.40294117647,17.5588235294,2.70882352941,0.394117647059,5.12941176471,0.508823529412,4.02647058824,16.3558823529,5.5470588235300005,0,Security,non-agent,git-hub
112,2.31007751938,2.63329521539,23.5221958463,1.7209500505000002,1.89147286822,0.790697674419,3.65891472868,45.9534883721,2.0,0.46511627907,5.49612403101,0.186046511628,5.02325581395,14.2403100775,6.50387596899,0,Security,non-agent,git-hub
113,2.25828970332,1.93674091092,34.527050290300004,1.44652137635,2.70593368237,0.460732984293,5.17626527051,52.57504363,2.10994764398,0.25479930192,7.993019197210001,1.01134380454,7.171029668410001,27.661431064600002,58.3385689354,0,Security,non-agent,git-hub
114,0.609523809524,1.90245691804,8.6069246417,0.438908487667,0.485714285714,0.304761904762,2.11428571429,15.142857142899999,3.37142857143,0.171428571429,4.59047619048,3.14285714286,4.4,11.8666666667,2.3142857142900004,0,Security,non-agent,git-hub
115,1.77097111034,1.29705487407,7.16588870872,0.7367124657449999,1.4194222067500002,0.8106508875740001,3.07483466759,13.154194222100001,1.9039331709,0.376261747302,4.96380090498,0.125652627915,4.04316045945,13.9533588583,6.501566307,0,Security,non-agent,git-hub
116,0.386206896552,1.25454022989,6.43503980821,0.726946402658,0.337931034483,0.434482758621,3.83448275862,8.35172413793,2.25517241379,0.07586206896549999,5.24137931034,0.17931034482799998,5.03448275862,9.20689655172,0.737931034483,0,Security,non-agent,git-hub
117,1.21739130435,1.47870961567,7.367259069430001,0.691718346066,1.0,0.724637681159,1.76811594203,14.8985507246,1.69565217391,0.304347826087,4.27536231884,0.0434782608696,3.55072463768,11.1014492754,1.8115942029,0,Security,non-agent,git-hub
118,1.64285714286,2.3440038377700003,25.3243898873,1.45389674474,2.14285714286,0.0,3.0,70.1071428571,4.1428571428600005,0.0,9.39285714286,4.1428571428600005,9.39285714286,35.6428571429,6.5,0,Security,non-agent,git-hub
120,0.176470588235,2.08088235294,16.1155462185,1.18592436975,0.529411764706,0.647058823529,1.35294117647,28.705882352899998,1.94117647059,0.0,3.94117647059,0.235294117647,2.70588235294,12.5294117647,1.0,0,Security,non-agent,git-hub
121,0.6857142857140001,2.13851970545,13.5034067524,1.05570166172,1.25714285714,0.771428571429,2.8476190476200003,27.380952381,4.19047619048,0.161904761905,6.904761904760001,0.7428571428569999,6.08571428571,21.4476190476,3.42857142857,0,Security,non-agent,git-hub
122,1.83516483516,1.66366782164,7.5361395918,0.8930307000130001,1.67032967033,0.802197802198,3.38461538462,19.4395604396,2.94505494505,0.32967032967,6.65934065934,0.846153846154,5.2197802197800005,18.5164835165,7.58241758242,0,Security,non-agent,git-hub
123,2.35526315789,2.50463017358,11.783633953599999,0.934791811327,2.4298245614,0.745614035088,5.39035087719,35.201754386,3.06578947368,0.293859649123,9.61403508772,0.855263157895,7.890350877189999,28.3289473684,17.6973684211,0,Security,non-agent,git-hub
124,0.483870967742,2.63194789082,23.5725775553,1.1563641463,0.41935483871,0.354838709677,3.45161290323,62.3870967742,6.32258064516,0.193548387097,9.419354838710001,1.87096774194,8.03225806452,24.645161290300003,2.51612903226,0,Security,non-agent,git-hub
128,1.82352941176,1.41573357248,6.63607182854,0.8060226827779999,0.865546218487,0.596638655462,2.11764705882,12.5294117647,3.3445378151300003,0.226890756303,4.52941176471,0.210084033613,2.81512605042,13.6722689076,2.26050420168,0,Security,non-agent,git-hub
130,4.25548589342,0.8555809394230001,7.422654065589999,0.5974781347829999,1.26175548589,0.166144200627,1.80407523511,21.0768025078,5.2445141065800005,0.032915360501599995,3.5438871473400004,4.3197492163,3.2711598746099995,15.2131661442,15.3871473354,0,Security,non-agent,git-hub
132,2.07022900763,1.4213733154799997,7.06067400454,0.8354140901549999,1.98015267176,1.27938931298,3.94351145038,14.4687022901,2.71908396947,0.476335877863,6.7190839694700015,0.6946564885500001,5.66717557252,21.6778625954,8.07480916031,0,Security,non-agent,git-hub
133,3.31907894737,1.95375605645,11.12405283,1.17088405462,3.55921052632,0.654605263158,3.3947368421099995,33.319078947399994,5.059210526319999,0.286184210526,9.45723684211,1.8125,7.21052631579,39.6842105263,15.940789473699999,0,Security,non-agent,git-hub
134,1.34078212291,2.40107466766,11.962419889000001,0.873763450898,1.6033519553100002,0.754189944134,5.9217877095,20.927374301700002,3.65921787709,0.27374301676,7.424581005589999,0.195530726257,6.709497206699999,18.3519553073,13.234636871500001,0,Security,non-agent,git-hub
135,1.97927090779,1.36742068432,6.939659056519999,1.48287797274,2.20371694067,0.421015010722,5.043602573269999,15.3645461044,2.4681915654,0.29735525375300004,7.14224446033,0.3924231594,5.72837741244,19.6754824875,23.3666904932,0,Security,non-agent,git-hub
136,0.9565217391299998,1.3975395779700002,6.6428048602,0.769055984273,0.927536231884,0.347826086957,2.1884057971,10.3188405797,1.2608695652200002,0.0724637681159,3.55072463768,0.304347826087,2.63768115942,8.057971014489999,2.75362318841,0,Security,non-agent,git-hub
137,1.60693641618,2.10071537985,10.9546450025,1.2424247943100002,1.42196531792,0.8208092485549999,3.76300578035,22.0346820809,2.1098265896,0.456647398844,6.03468208092,0.173410404624,5.38728323699,16.0462427746,5.17919075145,0,Security,non-agent,git-hub
139,2.29559748428,2.32924098072,18.5617344869,1.10863969104,2.85534591195,0.877358490566,3.25157232704,42.072327044,5.42452830189,0.377358490566,7.76729559748,1.21698113208,6.116352201259999,29.534591195,16.8553459119,0,Security,non-agent,git-hub
140,0.446428571429,1.5316800977899998,9.234030979360002,0.875703838996,0.16964285714299998,0.7321428571430001,4.0178571428600005,21.071428571400002,2.1339285714300003,0.28571428571400004,6.54464285714,0.133928571429,5.4553571428600005,11.794642857100001,0.651785714286,0,Security,non-agent,git-hub
141,0.771428571429,3.41042888064,18.007310760699998,1.4649202226299998,1.3,0.657142857143,2.98571428571,31.2428571429,2.18571428571,0.271428571429,5.12857142857,0.185714285714,3.17142857143,14.542857142899999,3.45714285714,0,Security,non-agent,git-hub
142,0.987951807229,2.11083345947,14.576124939200001,1.5389268358,1.04819277108,0.259036144578,2.92168674699,27.8192771084,2.04819277108,0.156626506024,6.42771084337,0.674698795181,5.7951807228900005,15.9638554217,3.1686746988,0,Security,non-agent,git-hub
143,1.70802919708,1.4137860418,7.68614651206,0.8251582479549999,1.61313868613,0.543795620438,3.20437956204,14.8211678832,2.79927007299,0.164233576642,5.60948905109,0.697080291971,4.14598540146,15.8868613139,7.25547445255,0,Security,non-agent,git-hub
144,2.8125,5.693614631900001,28.8098096348,1.7944565850799998,4.0,0.0,3.375,89.25,1.1875,0.0,8.8125,1.1875,8.8125,38.0,11.75,0,Security,non-agent,git-hub
145,2.48427672956,1.9473751292400003,11.671170706300002,0.631993607162,2.34591194969,1.02830188679,3.41194968553,28.1698113208,3.8427672956,0.471698113208,7.7232704402499985,0.735849056604,6.17295597484,25.8238993711,8.94025157233,0,Security,non-agent,git-hub
146,2.87951807229,1.50988389932,8.94953067163,0.824548324434,2.48795180723,0.6626506024100001,3.4427710843400003,15.4307228916,3.4397590361400003,0.387048192771,5.52409638554,0.822289156627,4.08584337349,18.147590361400002,12.5436746988,0,Security,non-agent,git-hub
147,2.05555555556,2.9366176107200004,19.9350328124,1.1596853233700002,2.11111111111,0.694444444444,2.44444444444,60.638888888900006,6.61111111111,0.111111111111,9.97222222222,0.916666666667,8.083333333330001,39.3611111111,4.222222222219998,0,Security,non-agent,git-hub
148,2.45442708333,1.60748132374,10.2927113338,1.41765277676,1.53255208333,1.42708333333,3.89192708333,23.9557291667,1.44140625,0.4921875,6.016927083330001,0.59375,5.29817708333,15.190104166700001,9.99869791667,0,Security,non-agent,git-hub
149,3.21377672209,2.4306343712,40.2591578004,1.8896212661200005,3.42280285036,0.230403800475,3.93349168646,66.3135391924,1.93586698337,0.0902612826603,6.123515439430001,0.8076009501189999,5.73396674584,20.8527315914,17.5344418052,0,Security,non-agent,git-hub
150,1.87894736842,1.26862183691,8.21665856671,0.699744582291,1.51052631579,0.626315789474,2.79210526316,14.4184210526,1.85789473684,0.415789473684,5.34473684211,0.08684210526319999,4.1157894736800005,15.271052631600002,7.15526315789,0,Security,non-agent,git-hub
151,1.57971014493,2.22229923211,14.5592577921,1.50635610873,1.86956521739,0.68115942029,2.76811594203,41.9710144928,2.72463768116,0.239130434783,6.24637681159,0.224637681159,4.8768115942,22.6014492754,6.52898550725,0,Security,non-agent,git-hub
152,1.83510638298,2.3691905707700003,20.1457884428,1.4852139126,1.9255319148900003,0.20212765957400006,3.7234042553199993,34.1063829787,2.65957446809,0.08510638297869999,6.92553191489,1.73936170213,6.10638297872,20.329787234,9.90957446809,0,Security,non-agent,git-hub
153,0.8421052631579999,1.92603184564,10.4649284284,0.894039850153,0.868421052632,0.578947368421,2.84210526316,29.763157894699997,5.315789473680001,0.0,5.97368421053,1.4210526315799998,4.39473684211,19.078947368399998,5.76315789474,0,Security,non-agent,git-hub
154,0.852941176471,1.86890397185,10.9795922215,0.792155067155,0.7352941176469999,0.558823529412,2.55882352941,27.0,2.58823529412,0.176470588235,6.02941176471,0.294117647059,5.117647058819999,15.2058823529,1.85294117647,0,Security,non-agent,git-hub
157,2.47058823529,1.77492737189,8.80592956282,0.677613669445,2.55882352941,0.176470588235,3.83823529412,19.6911764706,3.14705882353,0.176470588235,8.602941176469999,0.16176470588199998,6.60294117647,23.794117647100002,13.5294117647,0,Security,non-agent,git-hub
159,3.18300653595,1.8872014307,8.6895474715,1.10507136779,1.83006535948,2.07625272331,2.8344226579500003,26.6034858388,3.16993464052,0.614379084967,7.0065359477100015,1.09150326797,4.9607843137300005,25.976034858400002,6.23529411765,0,Mobile,non-agent,git-hub
160,0.333333333333,1.55653035366,8.88812935116,0.495581314397,0.3,0.366666666667,4.06666666667,18.7,2.63333333333,0.0333333333333,7.033333333330001,0.3,5.0,15.0333333333,0.533333333333,0,Mobile,non-agent,git-hub
161,0.298507462687,1.45336218718,10.4804982232,0.974240843757,0.30348258706500003,0.768656716418,1.71393034826,16.1243781095,2.04975124378,0.044776119403,2.81592039801,0.186567164179,2.08955223881,7.29104477612,0.65671641791,0,Mobile,non-agent,git-hub
162,1.18461538462,1.83874406515,7.38882626727,1.15140892096,1.01538461538,0.446153846154,4.4,20.6153846154,6.53846153846,0.246153846154,9.2,3.4923076923100003,7.78461538462,24.9230769231,9.87692307692,0,Mobile,non-agent,git-hub
163,1.11688311688,1.07959464778,6.47353259268,0.498323213583,1.1038961039,0.519480519481,3.44155844156,11.6103896104,2.31168831169,0.038961038961,4.5974025974,0.155844155844,3.58441558442,10.6103896104,6.792207792209999,0,Mobile,non-agent,git-hub
164,1.25641025641,1.5015599279299998,7.08282590104,0.552947580984,1.33333333333,0.717948717949,2.0,15.7435897436,2.2820512820500003,0.358974358974,6.358974358969999,0.230769230769,5.7435897435899985,20.0512820513,3.15384615385,0,Mobile,non-agent,git-hub
166,2.42475386779,2.18591224205,14.755049845799999,1.41126299003,2.33614627286,0.399437412096,7.202531645569999,40.7130801688,1.41912798875,0.241912798875,10.0112517581,0.6202531645570001,8.73839662447,32.0450070323,69.7299578059,0,Mobile,non-agent,git-hub
169,2.48484848485,1.85843739594,15.704961705,1.75573425113,3.0,1.21212121212,4.0909090909099985,38.3636363636,2.9696969697,0.515151515152,7.333333333330001,1.42424242424,4.72727272727,26.8787878788,11.0,0,Mobile,non-agent,git-hub
170,1.00884955752,1.80680118497,11.0708287456,1.0419102432,1.2212389380500002,0.70796460177,3.16814159292,27.451327433600007,4.7610619469,0.194690265487,6.3893805309700005,0.29203539823,4.93805309735,21.592920354,4.78761061947,0,Mobile,non-agent,git-hub
