,agent_type,auc,f1_score,feature_importance,fpr,model,model_name,tpr,type_class,feature rank
32,non-agent,0.35416666666666663,0.15384615384615385,"RFE(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
  n_features_to_select=4, step=1, verbose=0)","[0.         0.01315789 0.03947368 0.05263158 0.27631579 0.27631579
 0.56578947 0.56578947 0.65789474 0.65789474 0.75       0.75
 0.76315789 0.76315789 0.98684211 1.         1.        ]","LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",Logistic Regression,"[0.         0.         0.         0.08333333 0.08333333 0.16666667
 0.16666667 0.5        0.5        0.58333333 0.58333333 0.66666667
 0.66666667 0.75       0.75       0.83333333 1.        ]",Ide,"['analizo_anpm_mean', 'analizo_dit_mean', 'analizo_noa_mean', 'analizo_noc_mean', 'analizo_accm_mean', 'analizo_npa_mean', 'analizo_acc_mean', 'analizo_lcom4_mean', 'analizo_nom_mean', 'analizo_cbo_mean', 'analizo_npm_mean', 'analizo_rfc_mean', 'analizo_amloc_mean', 'analizo_sc_mean', 'analizo_mmloc_mean']"
33,non-agent,0.4003164556962025,0.0,"RFE(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
  n_features_to_select=4, step=1, verbose=0)","[0.         0.01265823 0.37974684 0.37974684 0.49367089 0.49367089
 0.63291139 0.63291139 0.88607595 0.89873418 1.        ]","LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",Logistic Regression,[0.   0.   0.   0.25 0.25 0.5  0.5  0.75 0.75 1.   1.  ],Finance,"['analizo_accm_mean', 'analizo_anpm_mean', 'analizo_noc_mean', 'analizo_npa_mean', 'analizo_dit_mean', 'analizo_npm_mean', 'analizo_lcom4_mean', 'analizo_noa_mean', 'analizo_amloc_mean', 'analizo_nom_mean', 'analizo_rfc_mean', 'analizo_mmloc_mean', 'analizo_cbo_mean', 'analizo_acc_mean', 'analizo_sc_mean']"
34,non-agent,0.22410714285714284,0.0,"RFE(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
  n_features_to_select=4, step=1, verbose=0)","[0.     0.0125 0.525  0.525  0.5625 0.5625 0.7875 0.7875 0.8125 0.8125
 0.8375 0.8375 0.9375 0.9375 0.9625 0.975  1.    ]","LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",Logistic Regression,"[0.         0.         0.         0.14285714 0.14285714 0.28571429
 0.28571429 0.42857143 0.42857143 0.57142857 0.57142857 0.71428571
 0.71428571 0.85714286 0.85714286 1.         1.        ]",Education,"['analizo_anpm_mean', 'analizo_cbo_mean', 'analizo_dit_mean', 'analizo_noc_mean', 'analizo_npm_mean', 'analizo_nom_mean', 'analizo_npa_mean', 'analizo_accm_mean', 'analizo_noa_mean', 'analizo_sc_mean', 'analizo_lcom4_mean', 'analizo_rfc_mean', 'analizo_mmloc_mean', 'analizo_amloc_mean', 'analizo_acc_mean']"
35,non-agent,0.403125,0.0,"RFE(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
  n_features_to_select=4, step=1, verbose=0)",[0.     0.0125 0.0125 0.5625 0.5625 0.825  0.825  0.9875 0.9875 1.    ],"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",Logistic Regression,[0.   0.   0.25 0.25 0.5  0.5  0.75 0.75 1.   1.  ],Games,"['analizo_anpm_mean', 'analizo_lcom4_mean', 'analizo_nom_mean', 'analizo_npm_mean', 'analizo_accm_mean', 'analizo_cbo_mean', 'analizo_acc_mean', 'analizo_noc_mean', 'analizo_dit_mean', 'analizo_npa_mean', 'analizo_rfc_mean', 'analizo_amloc_mean', 'analizo_noa_mean', 'analizo_sc_mean', 'analizo_mmloc_mean']"
36,non-agent,0.2887387387387388,0.0,"RFE(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
  n_features_to_select=4, step=1, verbose=0)","[0.         0.01351351 0.12162162 0.12162162 0.27027027 0.27027027
 0.59459459 0.59459459 0.67567568 0.67567568 0.68918919 0.68918919
 0.74324324 0.74324324 0.78378378 0.78378378 0.7972973  0.7972973
 0.81081081 0.82432432 0.85135135 0.85135135 0.87837838 0.87837838
 0.95945946 0.95945946 1.         1.        ]","LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",Logistic Regression,"[0.         0.         0.         0.06666667 0.06666667 0.13333333
 0.13333333 0.2        0.2        0.26666667 0.26666667 0.33333333
 0.33333333 0.53333333 0.53333333 0.6        0.6        0.66666667
 0.66666667 0.73333333 0.73333333 0.8        0.8        0.86666667
 0.86666667 0.93333333 0.93333333 1.        ]",Graphics,"['analizo_acc_mean', 'analizo_accm_mean', 'analizo_anpm_mean', 'analizo_dit_mean', 'analizo_noc_mean', 'analizo_npa_mean', 'analizo_noa_mean', 'analizo_cbo_mean', 'analizo_lcom4_mean', 'analizo_npm_mean', 'analizo_nom_mean', 'analizo_rfc_mean', 'analizo_amloc_mean', 'analizo_mmloc_mean', 'analizo_sc_mean']"
37,non-agent,0.293859649122807,0.0,"RFE(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
  n_features_to_select=4, step=1, verbose=0)","[0.         0.01315789 0.28947368 0.28947368 0.67105263 0.67105263
 0.72368421 0.72368421 0.81578947 0.81578947 0.86842105 0.86842105
 1.        ]","LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",Logistic Regression,"[0.         0.         0.         0.16666667 0.16666667 0.33333333
 0.33333333 0.5        0.5        0.66666667 0.66666667 1.
 1.        ]",Robot-Simulation,"['analizo_dit_mean', 'analizo_noa_mean', 'analizo_nom_mean', 'analizo_npm_mean', 'analizo_accm_mean', 'analizo_npa_mean', 'analizo_noc_mean', 'analizo_lcom4_mean', 'analizo_acc_mean', 'analizo_rfc_mean', 'analizo_anpm_mean', 'analizo_sc_mean', 'analizo_cbo_mean', 'analizo_amloc_mean', 'analizo_mmloc_mean']"
38,non-agent,0.6077922077922078,0.0,"RFE(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
  n_features_to_select=4, step=1, verbose=0)","[0.         0.01298701 0.11688312 0.12987013 0.12987013 0.28571429
 0.28571429 0.32467532 0.32467532 0.49350649 0.51948052 0.55844156
 0.55844156 0.64935065 0.64935065 0.66233766 0.67532468 0.92207792
 0.92207792 1.        ]","LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",Logistic Regression,"[0.  0.  0.  0.1 0.4 0.4 0.5 0.5 0.6 0.6 0.6 0.6 0.7 0.7 0.8 0.8 0.9 0.9
 1.  1. ]",Audio,"['analizo_accm_mean', 'analizo_dit_mean', 'analizo_noc_mean', 'analizo_npm_mean', 'analizo_nom_mean', 'analizo_acc_mean', 'analizo_lcom4_mean', 'analizo_npa_mean', 'analizo_cbo_mean', 'analizo_noa_mean', 'analizo_anpm_mean', 'analizo_rfc_mean', 'analizo_amloc_mean', 'analizo_mmloc_mean', 'analizo_sc_mean']"
39,agent,0.28383458646616544,0.0,"RFE(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
  n_features_to_select=4, step=1, verbose=0)","[0.         0.01315789 0.14473684 0.14473684 0.69736842 0.69736842
 0.71052632 0.71052632 0.72368421 0.72368421 0.85526316 0.85526316
 0.93421053 0.93421053 0.94736842 0.94736842 1.        ]","LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",Logistic Regression,"[0.         0.         0.         0.14285714 0.14285714 0.28571429
 0.28571429 0.42857143 0.42857143 0.57142857 0.57142857 0.71428571
 0.71428571 0.85714286 0.85714286 1.         1.        ]",Chess,"['analizo_accm_mean', 'analizo_anpm_mean', 'analizo_dit_mean', 'analizo_noc_mean', 'analizo_acc_mean', 'analizo_npm_mean', 'analizo_cbo_mean', 'analizo_sc_mean', 'analizo_npa_mean', 'analizo_noa_mean', 'analizo_nom_mean', 'analizo_rfc_mean', 'analizo_lcom4_mean', 'analizo_mmloc_mean', 'analizo_amloc_mean']"
40,agent,0.029535864978902922,0.5,"RFE(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
  n_features_to_select=4, step=1, verbose=0)","[0.         0.01265823 0.92405063 0.92405063 0.98734177 0.98734177
 1.         1.        ]","LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",Logistic Regression,"[0.         0.         0.         0.33333333 0.33333333 0.66666667
 0.66666667 1.        ]",Anac,"['analizo_cbo_mean', 'analizo_lcom4_mean', 'analizo_nom_mean', 'analizo_npa_mean', 'analizo_acc_mean', 'analizo_dit_mean', 'analizo_noc_mean', 'analizo_noa_mean', 'analizo_accm_mean', 'analizo_npm_mean', 'analizo_amloc_mean', 'analizo_anpm_mean', 'analizo_rfc_mean', 'analizo_sc_mean', 'analizo_mmloc_mean']"
41,Robot,0.6363636363636364,0.0,"RFE(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
  n_features_to_select=4, step=1, verbose=0)",[0.         0.01298701 0.36363636 0.36363636 1.        ],"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",Logistic Regression,[0. 0. 0. 1. 1.],Robo-Projects,"['analizo_acc_mean', 'analizo_anpm_mean', 'analizo_lcom4_mean', 'analizo_nom_mean', 'analizo_npm_mean', 'analizo_noa_mean', 'analizo_cbo_mean', 'analizo_dit_mean', 'analizo_accm_mean', 'analizo_noc_mean', 'analizo_npa_mean', 'analizo_amloc_mean', 'analizo_rfc_mean', 'analizo_mmloc_mean', 'analizo_sc_mean']"
