,analizo_acc_mean,analizo_acc_quantile_lower,analizo_acc_quantile_median,analizo_acc_quantile_upper,analizo_accm_mean,analizo_accm_quantile_lower,analizo_accm_quantile_median,analizo_accm_quantile_upper,analizo_amloc_mean,analizo_amloc_quantile_lower,analizo_amloc_quantile_median,analizo_amloc_quantile_upper,analizo_anpm_mean,analizo_anpm_quantile_lower,analizo_anpm_quantile_median,analizo_anpm_quantile_upper,analizo_cbo_mean,analizo_cbo_quantile_lower,analizo_cbo_quantile_median,analizo_cbo_quantile_upper,analizo_dit_mean,analizo_dit_quantile_lower,analizo_dit_quantile_median,analizo_dit_quantile_upper,analizo_lcom4_mean,analizo_lcom4_quantile_lower,analizo_lcom4_quantile_median,analizo_lcom4_quantile_upper,analizo_mmloc_mean,analizo_mmloc_quantile_lower,analizo_mmloc_quantile_median,analizo_mmloc_quantile_upper,analizo_noa_mean,analizo_noa_quantile_lower,analizo_noa_quantile_median,analizo_noa_quantile_upper,analizo_noc_mean,analizo_noc_quantile_lower,analizo_noc_quantile_median,analizo_noc_quantile_upper,analizo_nom_mean,analizo_nom_quantile_lower,analizo_nom_quantile_median,analizo_nom_quantile_upper,analizo_npa_mean,analizo_npa_quantile_lower,analizo_npa_quantile_median,analizo_npa_quantile_upper,analizo_npm_mean,analizo_npm_quantile_lower,analizo_npm_quantile_median,analizo_npm_quantile_upper,analizo_rfc_mean,analizo_rfc_quantile_lower,analizo_rfc_quantile_median,analizo_rfc_quantile_upper,analizo_sc_mean,analizo_sc_quantile_lower,analizo_sc_quantile_median,analizo_sc_quantile_upper,folder,category,agent_type,type
289,1.96774193548,0.0,0.0,1.0,2.12116190762,1.0,1.5,2.25,9.487759081510001,3.4,7.0,13.0,1.04446833714,0.545454545455,1.0,1.4375,1.69959677419,0.0,1.0,3.0,1.07862903226,0.0,1.0,2.0,5.389112903230001,2.0,2.0,5.0,21.8225806452,5.0,15.0,24.0,2.34475806452,0.0,1.0,3.25,0.35685483871,0.0,0.0,0.0,9.56653225806,3.0,5.0,10.0,0.147177419355,0.0,0.0,0.0,7.68951612903,2.0,3.0,8.0,30.042338709699997,6.0,15.0,33.0,7.707661290319999,0.0,2.0,6.0,0,Finance,non-agent,git-hub
290,2.84007897335,0.0,0.0,2.0,2.00657560853,1.0,1.625,2.4,12.2680404725,5.25,9.51724137931,15.666666666700001,0.752444441383,0.294117647059,0.6,1.0,2.6357354392900003,0.0,1.0,4.0,1.06219151037,0.0,1.0,1.0,2.79368213228,1.0,2.0,3.0,28.5676209279,9.0,20.0,36.0,4.00888450148,0.0,2.0,5.0,0.393879565647,0.0,0.0,0.0,6.36327739388,2.0,4.0,8.0,0.260612043435,0.0,0.0,0.0,3.22309970385,1.0,2.0,4.0,26.5666337611,5.0,12.0,33.0,7.608094768019999,0.0,2.0,8.0,0,Finance,non-agent,git-hub
291,3.17580340265,0.0,1.0,2.0,1.45521526509,1.0,1.11111111111,1.66666666667,7.494171565619999,3.8,6.0,9.53333333333,1.15451886973,0.666666666667,1.0,1.5,2.97164461248,0.0,2.0,4.0,1.06427221172,0.0,1.0,2.0,3.21550094518,1.0,2.0,3.0,18.8827977316,4.0,11.0,25.0,4.05103969754,1.0,2.0,5.0,0.476370510397,0.0,0.0,0.0,7.413988657839999,2.0,5.0,9.0,1.52741020794,0.0,0.0,1.0,4.20037807183,1.0,3.0,5.0,30.359168242,5.0,14.0,34.0,17.873345935699998,0.0,3.0,10.0,0,Finance,non-agent,git-hub
292,3.09944751381,0.0,1.0,3.0,1.77844586387,1.0,1.33333333333,2.0,12.203152514600001,4.0,8.0,14.0,1.02190673544,0.5,1.0,1.33333333333,3.07182320442,0.0,1.0,4.0,1.10128913444,0.0,1.0,2.0,3.49355432781,1.0,2.0,4.0,28.460405156500002,5.0,14.0,31.0,3.71454880295,0.0,2.0,4.0,0.364640883978,0.0,0.0,0.0,7.65561694291,2.0,4.0,10.0,1.49171270718,0.0,0.0,1.0,5.25230202578,1.0,3.0,7.0,29.0755064457,3.0,10.0,30.0,16.0699815838,0.0,2.0,12.0,0,Finance,non-agent,git-hub
293,1.52727272727,0.0,1.0,1.5,1.34305814061,1.0,1.0,1.59821428571,8.28968097945,4.24285714286,4.42857142857,9.92272727273,0.672162162258,0.428571428571,0.461538461538,1.0,1.45454545455,0.0,0.0,2.5,0.127272727273,0.0,0.0,0.0,3.72727272727,2.0,4.0,5.0,17.5454545455,5.5,9.0,17.5,3.70909090909,1.0,3.0,6.0,0.0909090909091,0.0,0.0,0.0,7.109090909089999,3.0,6.0,10.0,0.363636363636,0.0,0.0,0.0,6.49090909091,3.0,6.0,9.0,17.1272727273,5.0,13.0,25.0,4.29090909091,0.0,0.0,4.5,0,Finance,non-agent,git-hub
295,0.45766590389,0.0,0.0,0.0,1.27550018634,1.04081632653,1.11764705882,1.1818181818200002,4.79700008782,3.17073170732,3.46666666667,3.63636363636,0.667528730798,0.514285714286,0.533333333333,0.555555555556,0.448512585812,0.0,0.0,0.0,0.183066361556,0.0,0.0,0.0,47.7414187643,3.0,3.0,3.0,57.89244851260001,9.0,9.0,9.0,3.00686498856,2.0,2.0,2.0,0.06636155606409999,0.0,0.0,0.0,69.36384439359999,10.0,15.0,31.0,0.0594965675057,0.0,0.0,0.0,66.9496567506,8.0,12.0,28.0,99.2105263158,22.0,30.0,66.0,52.9771167048,0.0,0.0,0.0,0,Finance,non-agent,git-hub
296,1.00819672131,0.0,0.0,1.0,1.59435021837,1.0,1.0,1.86050420168,8.02613590847,1.0,2.72077922078,12.7524380805,1.90092099925,1.0,2.0,2.86866359447,2.15573770492,0.0,0.0,0.0,0.22131147541,0.0,0.0,0.0,21.795081967199998,2.0,9.0,22.0,20.9672131148,1.0,4.0,15.0,2.44672131148,0.0,0.0,0.0,0.16803278688499998,0.0,0.0,0.0,29.512295081999998,2.0,10.5,27.75,1.97131147541,0.0,0.0,0.0,28.901639344299998,2.0,10.0,26.0,106.168032787,4.75,17.0,47.0,278.62295082,0.0,0.0,0.0,0,Finance,non-agent,git-hub
297,1.42142857143,0.0,0.0,1.0,2.58123194358,1.0,1.66666666667,2.725,17.089103161300002,4.23958333333,10.5714285714,18.8125,0.77562670693,0.35119047619000004,0.666666666667,1.0,1.37857142857,0.0,1.0,2.0,0.992857142857,1.0,1.0,1.0,3.87142857143,1.0,2.0,4.0,32.2357142857,7.0,21.0,36.5,2.03571428571,0.0,1.0,2.0,0.135714285714,0.0,0.0,0.0,5.8928571428600005,1.0,3.0,5.25,0.17857142857099995,0.0,0.0,0.0,4.99285714286,1.0,2.0,4.0,14.957142857100001,3.0,7.0,14.0,5.75714285714,0.0,2.0,4.0,0,Finance,non-agent,git-hub
298,1.35897435897,0.0,1.0,3.0,1.34214535465,1.0,1.08333333333,1.5,5.98778305028,3.04545454545,4.375,8.60227272727,1.22911532912,0.645833333333,1.14285714286,1.69047619048,0.974358974359,0.0,0.0,1.0,0.7948717948720001,0.0,1.0,1.0,6.02564102564,2.0,4.0,9.5,12.8205128205,3.5,11.0,16.5,3.4615384615400004,0.0,3.0,6.0,0.461538461538,0.0,0.0,1.0,9.38461538462,4.0,8.0,12.0,0.025641025641,0.0,0.0,0.0,8.666666666669999,3.0,8.0,12.0,23.2820512821,10.0,15.0,28.5,6.692307692309999,0.0,0.0,3.5,0,Finance,non-agent,git-hub
299,1.0,0.0,1.0,1.0,2.08518516321,1.05,1.7619047619,2.77307692308,16.4718471345,7.625,12.0,21.8571428571,1.18173995254,0.666666666667,1.0,1.33333333333,1.01612903226,0.0,0.5,1.0,0.7741935483869999,1.0,1.0,1.0,3.27419354839,1.0,2.0,4.0,40.1774193548,13.25,27.0,59.75,5.77419354839,2.0,4.0,9.0,0.0645161290323,0.0,0.0,0.0,6.516129032259999,3.0,4.0,7.0,1.20967741935,0.0,0.0,1.0,5.2258064516100005,2.0,3.0,6.0,19.7419354839,6.25,14.5,23.0,6.9677419354799985,0.0,0.5,3.0,0,Finance,non-agent,git-hub
300,1.95316565481,0.0,0.0,1.0,1.4639944180899995,1.0,1.0,1.5,7.42582334171,2.0,4.44444444444,8.9,1.3834248438,1.0,1.13636363636,1.66666666667,1.89592367736,0.0,1.0,2.0,0.722463139636,0.0,1.0,1.0,6.92888117953,2.0,3.0,5.0,26.724197745,3.0,7.0,23.0,4.21075455334,0.0,1.0,4.0,0.303555941023,0.0,0.0,0.0,11.4813529922,2.0,4.0,10.0,1.91847354727,0.0,0.0,1.0,9.666955767560001,2.0,4.0,7.0,39.4015611448,4.0,9.0,25.0,22.7432784042,0.0,2.0,8.0,0,Finance,non-agent,git-hub
301,2.2095238095200003,0.0,0.0,2.0,1.98410059914,1.0,1.5,2.575,14.4569772258,4.41964285714,9.60416666667,16.3125,0.8526549244410001,0.38125,0.873863636364,1.0,1.91904761905,0.0,1.0,3.0,0.8619047619050001,0.0,1.0,1.0,2.3095238095200004,1.0,2.0,2.0,23.519047619000002,7.0,15.0,31.0,2.30476190476,0.0,1.0,3.0,0.552380952381,0.0,0.0,0.0,4.71428571429,2.0,3.0,4.75,0.404761904762,0.0,0.0,0.0,3.85714285714,1.0,2.0,3.0,18.9857142857,3.0,9.5,19.0,4.67619047619,0.0,2.0,5.75,0,Finance,non-agent,git-hub
302,1.0857142857100002,0.0,0.0,1.0,2.99711364315,1.75,2.5,3.73888888889,14.809355901400002,7.0588235294100015,12.666666666700001,18.9917582418,1.86299508737,0.9375,1.5,2.27777777778,1.42857142857,0.0,1.0,2.0,0.0285714285714,0.0,0.0,0.0,1.68571428571,1.0,1.0,2.0,46.571428571400006,12.0,28.0,63.0,6.77142857143,1.0,2.0,6.5,0.0,0.0,0.0,0.0,8.91428571429,3.0,8.0,11.0,0.0,0.0,0.0,0.0,3.77142857143,2.0,3.0,5.5,36.9428571429,6.0,24.0,44.0,3.11428571429,0.0,1.0,2.0,0,Finance,non-agent,git-hub
303,0.824561403509,0.0,1.0,1.0,1.5962031146200002,1.0,1.0,1.6,9.22851491474,3.0,5.0,12.0,1.23658183921,0.5,1.0,1.5,0.754385964912,0.0,0.0,1.0,0.508771929825,0.0,1.0,1.0,2.94736842105,1.0,2.0,3.0,22.052631578899998,3.0,10.0,24.0,5.38596491228,1.0,2.0,7.0,0.0701754385965,0.0,0.0,0.0,6.52631578947,2.0,4.0,7.0,0.736842105263,0.0,0.0,0.0,6.087719298250001,1.0,3.0,7.0,19.7894736842,3.0,8.0,22.0,1.9298245614,0.0,0.0,1.0,0,Finance,non-agent,git-hub
304,1.6444444444400002,0.0,0.0,2.0,2.32105362569,1.0,1.75,3.0,18.189470118699997,3.85714285714,16.5454545455,26.475,1.80787281827,0.888888888889,1.33333333333,2.5,2.1037037037,0.0,1.0,3.0,0.8,1.0,1.0,1.0,1.7037037037,1.0,1.0,2.0,41.3555555556,10.0,27.0,57.5,5.88888888889,1.0,4.0,7.0,0.0,0.0,0.0,0.0,7.1111111111100005,2.0,4.0,8.5,0.0962962962963,0.0,0.0,0.0,5.85925925926,1.0,2.0,6.0,35.3925925926,7.5,19.0,32.5,3.04444444444,0.0,1.0,3.5,0,Finance,non-agent,git-hub
305,3.4068550497099994,0.0,1.0,2.0,1.48119276377,1.0,1.1818181818200002,1.72727272727,10.367869129299999,4.9,7.6,13.0,0.8133702657269999,0.0,0.625,1.0,3.02799581371,0.0,1.0,4.0,0.735740450026,0.0,1.0,1.0,5.697540554680001,1.0,4.0,8.0,48.481423338599996,9.0,16.0,39.0,5.61433804291,2.0,4.0,6.0,0.284144427002,0.0,0.0,0.0,10.1221873365,5.0,9.0,13.0,0.444531658817,0.0,0.0,0.0,8.205913134480001,3.0,6.0,11.0,38.3733647305,9.0,21.0,45.0,15.007064364200001,0.0,4.0,12.0,0,Finance,non-agent,git-hub
306,1.16363636364,0.0,0.0,2.0,1.5623789975100002,1.0,1.23529411765,2.0,9.45921452879,4.33333333333,7.25,12.5,1.13246463875,0.267857142857,0.666666666667,2.0,2.1090909090900003,0.0,1.0,2.5,0.236363636364,0.0,0.0,0.0,3.56363636364,1.0,2.0,4.0,26.4,7.5,16.0,25.0,16.781818181800002,0.5,3.0,5.0,0.145454545455,0.0,0.0,0.0,5.909090909090001,2.0,3.0,5.0,15.8909090909,0.0,1.0,4.0,5.50909090909,2.0,3.0,5.0,34.8181818182,3.5,9.0,20.0,5.87272727273,0.0,3.0,7.0,0,Education,non-agent,git-hub
307,2.62096774194,0.0,1.0,2.0,1.30695152576,1.0,1.0,1.27832512315,5.585173683119999,1.0,3.0,7.20263157895,0.902843014319,0.5,0.75,1.0,2.43346774194,0.0,0.0,2.0,1.0,1.0,1.0,1.0,4.90725806452,1.0,2.0,4.0,14.7116935484,1.0,3.0,14.0,3.7439516129,0.0,1.0,2.0,0.4375,0.0,0.0,0.0,7.506048387100001,2.0,4.0,8.0,0.447580645161,0.0,0.0,1.0,6.18951612903,2.0,3.0,6.0,23.310483871,3.0,7.0,18.25,6.457661290319999,0.0,0.0,4.0,0,Education,non-agent,git-hub
308,1.80927835052,0.0,0.0,2.0,1.60457880604,1.0,1.0,1.5928571428600002,10.675891183300001,3.5,6.0,14.0267857143,0.853693756743,0.366477272727,0.922222222222,1.0,1.84020618557,0.0,1.0,2.0,0.6701030927839999,0.0,1.0,1.0,2.68556701031,1.0,1.0,3.0,25.8195876289,4.0,13.0,28.0,2.10824742268,0.0,1.0,3.0,0.231958762887,0.0,0.0,0.0,5.8247422680400005,1.0,3.0,7.0,0.14948453608200002,0.0,0.0,0.0,4.95360824742,1.0,3.0,5.0,19.2577319588,3.0,7.0,20.75,5.64432989691,0.0,2.0,5.0,0,Education,non-agent,git-hub
309,0.215189873418,0.0,0.0,0.0,1.45989551939,1.0,1.0,1.54166666667,11.572877157999999,4.0,6.8,13.916666666700001,1.3799098932,0.8,1.16666666667,2.0,0.227848101266,0.0,0.0,0.0,0.8227848101270001,1.0,1.0,1.0,1.87341772152,1.0,1.0,2.0,24.417721519,5.0,10.0,27.5,3.5569620253199994,0.0,2.0,4.0,0.0126582278481,0.0,0.0,0.0,3.51898734177,1.0,3.0,5.0,0.0506329113924,0.0,0.0,0.0,3.0,1.0,2.0,4.0,9.94936708861,2.5,7.0,13.0,0.5822784810130001,0.0,0.0,0.0,0,Education,non-agent,git-hub
310,1.69565217391,0.0,0.0,1.0,1.4978587629299998,1.06896551724,1.30769230769,1.70833333333,10.8002463054,6.85714285714,8.666666666669999,11.041666666700001,0.093134293659,0.0,0.0,0.0912698412698,1.65217391304,1.0,1.0,2.0,0.478260869565,0.0,0.0,1.0,3.6086956521699993,1.0,2.0,3.5,25.608695652199998,10.0,20.0,33.5,5.21739130435,1.0,3.0,5.5,0.260869565217,0.0,0.0,0.0,7.78260869565,2.5,4.0,9.5,0.0,0.0,0.0,0.0,0.608695652174,0.0,0.0,0.0,23.956521739099998,7.0,11.0,30.0,6.39130434783,2.0,3.0,6.0,0,Education,non-agent,git-hub
311,2.03054989817,0.0,0.0,2.0,2.1385714887900003,1.0,1.2,2.33333333333,12.063155965,2.5,6.5,13.688461538499999,1.1222253121,0.607692307692,1.0,1.5,1.81873727088,0.0,1.0,2.0,0.820773930754,0.0,1.0,1.0,3.50305498982,1.0,2.0,4.0,30.4317718941,4.0,11.0,33.0,2.64358452138,0.0,1.0,3.0,0.419551934827,0.0,0.0,0.0,6.006109979630001,2.0,3.0,7.0,1.18940936864,0.0,0.0,1.0,4.55600814664,1.0,2.0,5.0,17.979633401199997,2.0,6.0,16.0,11.0,0.0,1.0,6.0,0,Education,non-agent,git-hub
312,0.328125,0.0,0.0,0.0,2.14322916667,1.0,1.0,3.0,20.3893229167,8.0,18.25,27.125,1.02734375,0.0,1.0,2.0,0.375,0.0,0.0,1.0,0.078125,0.0,0.0,0.0,1.1875,1.0,1.0,1.0,24.703125,10.75,21.5,32.75,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6875,1.0,1.0,2.0,0.125,0.0,0.0,0.0,1.6875,1.0,1.0,2.0,3.0,1.0,2.0,4.25,0.453125,0.0,0.0,1.0,0,Education,non-agent,git-hub
313,2.14351851852,0.0,0.0,3.0,1.26537170937,1.0,1.0,1.2892857142899998,7.52173820048,3.66666666667,5.46428571429,9.432065217389999,0.67975184863,0.08333333333330001,0.5,1.0,1.98148148148,0.0,1.0,2.0,0.4814814814810001,0.0,0.0,1.0,2.0462962963,1.0,1.0,2.0,14.601851851900001,4.75,10.0,17.0,2.41666666667,0.0,1.0,3.0,0.296296296296,0.0,0.0,0.0,5.10648148148,2.0,4.0,6.25,0.740740740741,0.0,0.0,1.0,4.1712962963,1.0,3.0,5.0,17.712962963,4.0,11.5,22.25,3.63425925926,0.0,1.0,4.0,0,Education,non-agent,git-hub
314,0.543859649123,0.0,0.0,1.0,3.24263767222,1.61666666667,2.41428571429,4.45833333333,16.599151447,6.666666666669999,13.3636363636,24.25,1.02148307165,0.025,1.0,1.66666666667,0.991228070175,0.0,1.0,1.75,0.0526315789474,0.0,0.0,0.0,2.70175438596,1.0,1.0,2.0,26.8596491228,11.25,21.5,33.0,1.86842105263,0.0,1.0,3.0,0.0526315789474,0.0,0.0,0.0,4.22807017544,1.0,2.0,6.0,0.956140350877,0.0,0.0,1.0,3.69298245614,1.0,2.0,5.0,12.5877192982,3.0,6.0,16.0,3.11403508772,0.0,1.0,2.0,0,Education,non-agent,git-hub
315,0.5652173913040001,0.0,0.0,0.0,1.11158651359,1.0,1.0,1.0,8.0925400662,1.0,1.0,9.0,1.32509399797,0.648214285714,0.915026833631,2.0,0.489130434783,0.0,0.0,0.0,1.02173913043,0.0,1.0,2.0,19.4239130435,1.0,10.0,26.25,12.8586956522,1.0,1.0,25.0,3.79347826087,0.0,1.0,4.0,0.380434782609,0.0,0.0,0.0,22.0217391304,3.0,12.5,27.25,0.597826086957,0.0,0.0,0.0,18.6195652174,2.0,10.5,20.25,54.010869565200004,3.75,15.0,35.0,23.2608695652,0.0,0.0,0.0,0,Education,non-agent,git-hub
316,2.16565656566,0.0,0.0,2.0,1.5471254281600002,1.0,1.0,1.8,9.385836180539998,3.0,6.0,11.166666666700001,0.965525448817,0.375,0.833333333333,1.33333333333,1.6651515151499998,0.0,1.0,2.0,1.0101010101,0.0,1.0,2.0,4.46666666667,1.0,3.0,5.0,21.3601010101,3.0,11.0,26.0,3.08383838384,0.0,2.0,4.0,0.491919191919,0.0,0.0,0.0,6.81464646465,2.0,4.0,8.0,0.339898989899,0.0,0.0,0.0,5.72777777778,2.0,4.0,7.0,17.3919191919,4.0,9.0,19.0,11.4707070707,0.0,1.0,5.0,0,Education,non-agent,git-hub
317,1.50847457627,0.0,1.0,1.0,2.21019037913,1.0,1.46666666667,2.92857142857,19.6025053056,4.75,10.625,22.212643678200003,0.957896592479,0.585714285714,1.0,1.125,1.62711864407,0.0,1.0,2.5,0.559322033898,0.0,1.0,1.0,1.74576271186,1.0,1.0,2.0,70.27118644069999,7.5,20.0,64.0,8.016949152539999,1.0,3.0,10.0,0.0508474576271,0.0,0.0,0.0,5.64406779661,1.0,4.0,7.0,2.40677966102,0.0,0.0,2.0,4.3898305084699984,1.0,3.0,5.0,31.5084745763,3.0,11.0,26.0,2.59322033898,0.0,1.0,3.0,0,Education,non-agent,git-hub
318,0.59375,0.0,0.0,1.0,3.08251452495,1.0,2.2828947368400003,3.54166666667,20.2519071115,7.40757575758,13.333333333299999,28.5,0.8378047391210001,0.0,0.675438596491,1.375,0.59375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.75,1.0,1.0,2.25,27.4375,15.25,27.0,37.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.6875,1.0,2.0,5.5,0.46875,0.0,0.0,0.0,3.8125,1.0,2.0,4.5,10.6875,3.0,5.0,14.0,3.28125,0.0,0.0,1.25,0,Education,non-agent,git-hub
320,2.20481927711,0.0,1.0,2.0,1.35352544609,1.0,1.0,1.5,5.85784460709,3.225,4.33333333333,6.82738095238,0.96222537121,0.25,0.916666666667,1.35897435897,1.42168674699,0.0,0.0,2.0,1.4578313253,0.0,1.0,2.0,3.77108433735,1.0,2.0,6.0,13.0120481928,4.0,7.0,15.0,3.78313253012,0.0,1.0,5.0,0.506024096386,0.0,0.0,0.0,7.48192771084,2.0,4.0,8.0,0.927710843373,0.0,0.0,0.0,4.28915662651,1.0,2.0,6.0,25.457831325300003,3.0,8.0,22.5,6.55421686747,0.0,0.0,6.0,0,Education,non-agent,git-hub
321,4.173913043480002,0.0,1.0,2.0,2.69126088798,1.0,1.35714285714,2.90098039216,15.539279260799999,3.5,7.0,16.55,1.4425044877899995,0.8,1.14285714286,2.0,3.99661208357,0.0,2.0,5.0,0.536420101637,0.0,0.0,1.0,5.474872953130001,1.5,3.0,6.0,60.5347261434,5.0,15.0,52.0,3.9593450028199992,0.0,2.0,4.0,0.320722755505,0.0,0.0,0.0,11.235460192,2.0,6.0,12.0,0.8097120271029999,0.0,0.0,0.0,9.28289102202,2.0,4.0,10.0,53.8904573687,4.0,14.0,44.0,36.1055900621,0.0,4.0,20.0,0,Education,non-agent,git-hub
322,2.67857142857,0.0,0.0,1.0,2.10133510012,1.0,1.66666666667,2.33333333333,16.9235622468,6.425,12.0,20.5416666667,0.923597851845,0.5,0.666666666667,1.22222222222,2.04910714286,0.0,1.0,3.0,1.625,0.0,1.0,3.0,2.36160714286,1.0,2.0,3.0,36.3080357143,10.0,26.0,50.25,4.50892857143,0.0,2.0,6.0,0.598214285714,0.0,0.0,0.0,5.01339285714,3.0,3.0,6.0,0.339285714286,0.0,0.0,0.0,4.34821428571,2.0,3.0,5.0,21.1294642857,6.75,13.0,27.0,5.16071428571,0.0,3.0,8.0,0,Education,non-agent,git-hub
323,3.812,0.0,0.0,2.0,2.31753828707,1.0,1.5,2.0,13.8783407598,4.5,8.14285714286,13.975,0.570734246932,0.0,0.183333333333,1.0,3.276,1.0,3.0,5.0,2.356,1.0,2.0,4.0,2.66,1.0,2.0,2.0,32.684,7.0,16.0,28.75,3.752,1.0,2.0,5.0,0.664,0.0,0.0,0.0,4.8039999999999985,2.0,3.0,6.0,0.208,0.0,0.0,0.0,3.568,1.0,2.0,5.0,23.296,10.0,14.0,28.0,9.884,2.0,6.0,10.0,0,Education,non-agent,git-hub
324,2.45699614891,0.0,0.0,1.0,1.47727014471,1.0,1.0,1.6,7.717125672160001,3.33333333333,5.7,10.3333333333,0.902053098903,0.4,1.0,1.25,1.9293966623900003,0.0,1.0,2.0,1.05905006418,0.0,1.0,1.0,3.2426187419800003,1.0,2.0,3.0,20.4415917843,4.0,10.0,19.5,2.03979460847,0.0,1.0,2.0,0.6418485237479999,0.0,0.0,0.0,7.61232349166,2.0,3.0,7.0,0.182284980745,0.0,0.0,0.0,6.06033376123,2.0,3.0,5.0,23.161745828,4.0,9.0,19.5,8.659820282410001,0.0,2.0,4.0,0,Education,non-agent,git-hub
325,1.61971830986,0.0,0.0,1.5,2.08177306086,1.225,1.66666666667,2.55,13.812669148900001,4.70833333333,10.4,17.862745097999998,0.707615623187,0.309523809524,0.6,1.0,1.50704225352,0.0,1.0,2.0,0.408450704225,0.0,0.0,1.0,3.15492957746,1.0,2.0,3.0,33.3521126761,11.0,23.0,40.0,4.591549295769999,1.0,2.0,5.0,0.169014084507,0.0,0.0,0.0,8.33802816901,2.5,4.0,9.5,0.633802816901,0.0,0.0,0.0,6.112676056340001,1.5,3.0,6.0,27.6338028169,5.5,12.0,26.0,6.04225352113,0.0,1.0,4.0,0,Education,non-agent,git-hub
327,2.7074829932,0.0,1.0,2.0,1.98808163235,1.0,1.5,2.26315789474,9.90679294614,4.73316498316,8.0,12.0476190476,1.21777890142,0.6,1.0,1.5,2.7619047619,1.0,2.0,4.0,0.789115646259,0.5,1.0,1.0,2.06802721088,1.0,1.0,3.0,31.918367346900002,9.0,16.0,26.0,5.36054421769,0.0,2.0,5.0,0.251700680272,0.0,0.0,0.0,8.52380952381,2.0,4.0,9.5,1.16326530612,0.0,0.0,0.0,6.31292517007,1.5,3.0,8.0,36.768707483,7.0,14.0,37.5,5.8843537415,1.0,3.0,6.0,0,Education,non-agent,git-hub
328,1.0657894736799998,0.0,0.5,2.0,1.39524853801,1.0,1.0,1.45833333333,6.18891499582,3.0,4.4,7.125,0.918729114453,0.5,1.0,1.0,0.868421052632,0.0,0.0,1.0,0.644736842105,0.0,1.0,1.0,2.43421052632,1.0,2.0,2.0,10.8684210526,3.0,7.0,15.0,2.18421052632,0.0,1.0,3.0,0.236842105263,0.0,0.0,0.0,3.78947368421,2.0,3.0,5.0,0.289473684211,0.0,0.0,0.0,3.21052631579,1.0,2.0,4.0,9.013157894739999,2.75,7.0,12.0,2.5526315789500003,0.0,0.0,2.0,0,Education,non-agent,git-hub
329,0.72972972973,0.0,0.0,1.0,2.03821367111,1.0,1.68421052632,2.5,13.0636941453,3.08333333333,8.0,17.0,1.08612345454,0.589743589744,1.0,1.5,0.5675675675680001,0.0,0.0,1.0,0.540540540541,0.0,1.0,1.0,5.32432432432,1.0,3.0,5.0,22.5945945946,5.0,23.0,32.0,3.51351351351,0.0,2.0,6.0,0.162162162162,0.0,0.0,0.0,7.1081081081100015,2.0,4.0,10.0,0.216216216216,0.0,0.0,0.0,6.94594594595,2.0,4.0,10.0,12.4054054054,3.0,9.0,19.0,6.35135135135,0.0,0.0,5.0,0,Education,non-agent,git-hub
330,1.25438596491,0.0,0.0,1.0,1.31721308534,1.0,1.0,1.5,7.006115232999999,3.29761904762,5.0,8.95,1.00809407134,0.520833333333,1.0,1.28571428571,0.877192982456,0.0,0.0,1.75,1.0701754386,0.0,1.0,1.0,3.08771929825,1.0,2.0,4.0,14.3947368421,4.0,9.0,19.0,2.09649122807,0.0,1.0,2.75,0.40350877193,0.0,0.0,0.0,5.09649122807,2.0,4.0,6.0,0.219298245614,0.0,0.0,0.0,4.11403508772,2.0,3.0,5.0,12.657894736800001,3.0,6.0,11.0,3.4736842105300005,0.0,0.0,3.75,0,Education,non-agent,git-hub
331,1.90476190476,0.0,1.5,3.0,1.2690537335299998,1.0,1.0,1.36458333333,4.52218003701,3.3125,4.21825396825,5.46875,0.598004212833,0.34375,0.6125,0.8,1.5,0.0,1.0,2.75,0.333333333333,0.0,0.0,1.0,2.66666666667,1.0,2.0,3.0,9.66666666667,4.25,7.5,13.75,5.28571428571,0.25,3.0,7.0,0.52380952381,0.0,0.0,0.0,7.0,4.0,5.5,9.0,2.0,0.0,0.0,0.0,6.333333333330001,2.0,5.0,9.0,22.619047619,8.0,13.0,38.0,3.5714285714300003,0.0,1.5,5.5,0,Education,non-agent,git-hub
332,3.5678391959800004,0.0,0.0,0.0,2.6389803420900004,1.5,2.0,3.70833333333,14.388271964100001,7.666666666669999,11.333333333299999,18.5181818182,1.05697450242,0.333333333333,0.8,1.7,2.58793969849,1.0,3.0,4.0,1.5025125628100002,0.0,1.0,3.0,2.43216080402,1.0,2.0,3.0,26.9648241206,14.5,24.0,37.0,1.38190954774,0.0,1.0,2.0,0.562814070352,0.0,0.0,0.0,4.94974874372,3.0,3.0,6.0,0.0201005025126,0.0,0.0,0.0,3.2713567839200004,1.0,2.0,3.0,20.1306532663,9.0,15.0,22.0,5.89447236181,2.0,4.0,6.0,0,Education,non-agent,git-hub
